seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	4233053	4233711	659	*	PEAK_000000008965	2.60744	Distal Intergenic	1	4000672	4012643	11972	1	728716	uc001ali.2	232381	NA	LINC01346	long intergenic non-protein coding RNA 1346
chr1	4712628	4713302	675	*	PEAK_000000001317	3.75118	Promoter (1-2kb)	1	4715105	4837854	122750	1	55966	uc001alm.1	-1803	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	5569434	5570574	1141	*	PEAK_000000001783	3.61825	Distal Intergenic	1	5624131	5624203	73	1	100616489	uc021ofm.1	-53557	ENSG00000264341	MIR4417	microRNA 4417
chr1	5574573	5575183	611	*	PEAK_000000001591	3.67125	Distal Intergenic	1	5624131	5624203	73	1	100616489	uc021ofm.1	-48948	ENSG00000264341	MIR4417	microRNA 4417
chr1	5805612	5806428	817	*	PEAK_000000003450	3.29376	Distal Intergenic	1	5922732	5922801	70	2	100616421	uc021ofn.1	116373	ENSG00000264101	MIR4689	microRNA 4689
chr1	5975871	5976329	459	*	PEAK_000000004812	3.10702	Intron (uc001alq.2/261734, intron 19 of 29)	1	5946555	5965543	18989	2	261734	uc009vlu.2	-10328	ENSG00000131697	NPHP4	nephronophthisis 4
chr1	6034945	6035865	921	*	PEAK_000000001403	3.72477	Intron (uc001alq.2/261734, intron 27 of 29)	1	6052358	6161253	108896	1	8514	uc009vlv.2	-16493	ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1	6094210	6095021	812	*	PEAK_000000007998	2.73805	Promoter (<=1kb)	1	6094348	6161253	66906	1	8514	uc001alx.2	0	ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1	6101460	6101974	515	*	PEAK_000000006490	2.90951	Exon (uc009vlv.2/8514, exon 3 of 16)	1	6105981	6161253	55273	1	8514	uc001aly.2	-4007	ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1	6168844	6169243	400	*	PEAK_000000002907	3.37974	Intron (uc001alz.2/26038, intron 3 of 20)	1	6161847	6191808	29962	2	26038	uc001alz.2	22565	ENSG00000116254	CHD5	chromodomain helicase DNA binding protein 5
chr1	6305020	6307388	2369	*	PEAK_000000006366	2.92424	Promoter (<=1kb)	1	6304252	6305638	1387	1	390992	uc009vly.2	768	ENSG00000173673	HES3	hes family bHLH transcription factor 3
chr1	6403317	6404009	693	*	PEAK_000000001788	3.61744	Intron (uc001amq.3/11332, intron 7 of 8)	1	6324332	6419004	94673	2	11332	uc001amq.3	14995	ENSG00000097021	ACOT7	acyl-CoA thioesterase 7
chr1	6407962	6408812	851	*	PEAK_000000009136	2.58126	Intron (uc001amq.3/11332, intron 7 of 8)	1	6324332	6419004	94673	2	11332	uc001amq.3	10192	ENSG00000097021	ACOT7	acyl-CoA thioesterase 7
chr1	6497910	6498444	535	*	PEAK_000000004039	3.21066	Intron (uc001amy.3/83715, intron 2 of 12)	1	6489894	6489956	63	2	100422975	uc021ofo.1	-7954	ENSG00000265392	MIR4252	microRNA 4252
chr1	6535182	6535911	730	*	PEAK_000000002574	3.44136	Promoter (1-2kb)	1	6526152	6537718	11567	2	57449	uc009vma.1	1807	ENSG00000171680	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
chr1	6546267	6548060	1794	*	PEAK_000000006374	2.92293	Promoter (<=1kb)	1	6526152	6546014	19863	2	57449	uc001ank.1	-253	ENSG00000171680	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
chr1	6549802	6550531	730	*	PEAK_000000003963	3.22092	Promoter (<=1kb)	1	6526152	6550654	24503	2	57449	uc001anl.2	123	ENSG00000171680	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
chr1	6614525	6615200	676	*	PEAK_000000001948	3.57771	Promoter (<=1kb)	1	6581407	6614658	33252	2	79707	uc001ans.3	0	ENSG00000162408	NOL9	nucleolar protein 9
chr1	6705732	6706781	1050	*	PEAK_000000008633	2.65664	Exon (uc001aof.2/55735, exon 8 of 16)	1	6685210	6693642	8433	1	90326	uc001aod.3	20522	ENSG00000041988	THAP3	THAP domain containing, apoptosis associated protein 3
chr1	6761752	6762365	614	*	PEAK_000000000440	4.21818	Promoter (<=1kb)	1	6694228	6761966	67739	2	55735	uc001aof.2	0	ENSG00000007923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
chr1	6787474	6787935	462	*	PEAK_000000003237	3.3235	Distal Intergenic	1	6694228	6761966	67739	2	55735	uc001aof.2	-25508	ENSG00000007923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
chr1	7101595	7103166	1572	*	PEAK_000000007941	2.74613	Intron (uc001aoi.3/23261, intron 3 of 22)	1	6845384	6932107	86724	1	23261	uc001aoh.3	256211	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7130621	7131110	490	*	PEAK_000000004361	3.16656	Intron (uc001aoi.3/23261, intron 3 of 22)	1	6845384	6932107	86724	1	23261	uc001aoh.3	285237	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7267723	7268374	652	*	PEAK_000000008771	2.63632	Intron (uc001aoi.3/23261, intron 4 of 22)	1	6845384	6932107	86724	1	23261	uc001aoh.3	422339	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7707018	7707869	852	*	PEAK_000000003406	3.29908	Intron (uc001aoi.3/23261, intron 7 of 22)	1	7732054	7805082	73029	1	23261	uc010nzv.1	-24185	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7726945	7729923	2979	*	PEAK_000000001353	3.73959	Promoter (2-3kb)	1	7732054	7805082	73029	1	23261	uc010nzv.1	-2131	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7812877	7813324	448	*	PEAK_000000007364	2.81491	Intron (uc001aoi.3/23261, intron 21 of 22)	1	7804895	7829766	24872	1	23261	uc009vmf.3	7982	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	8035257	8035900	644	*	PEAK_000000007870	2.75294	Intron (uc001aou.4/11315, intron 5 of 6)	1	8021714	8045342	23629	1	11315	uc001aou.4	13543	ENSG00000116288	PARK7	Parkinsonism associated deglycase
chr1	8042353	8042892	540	*	PEAK_000000002789	3.40343	Intron (uc001aou.4/11315, intron 6 of 6)	1	8021714	8045342	23629	1	11315	uc001aou.4	20639	ENSG00000116288	PARK7	Parkinsonism associated deglycase
chr1	8075118	8075984	867	*	PEAK_000000008103	2.72464	Promoter (<=1kb)	1	8073487	8075752	2266	2	54206	uc001apa.1	0	ENSG00000116285	ERRFI1	ERBB receptor feedback inhibitor 1
chr1	8408831	8409643	813	*	PEAK_000000004970	3.08849	Downstream (2-3kb)	1	8390198	8404227	14030	1	50651	uc001apc.3	18633	ENSG00000162426	SLC45A1	solute carrier family 45 member 1
chr1	8411588	8411987	400	*	PEAK_000000005422	3.03165	Downstream (<1kb)	1	8390198	8404227	14030	1	50651	uc001apc.3	21390	ENSG00000162426	SLC45A1	solute carrier family 45 member 1
chr1	8620892	8621427	536	*	PEAK_000000007190	2.83416	Intron (uc001ape.3/473, intron 19 of 23)	1	8420172	8585844	165673	2	473	uc010nzx.1	-35048	ENSG00000142599	RERE	arginine-glutamic acid dipeptide (RE) repeats
chr1	8731077	8731785	709	*	PEAK_000000007757	2.76505	Intron (uc001ape.3/473, intron 22 of 23)	1	8525030	8813897	288868	2	473	uc001aph.1	82112	ENSG00000142599	RERE	arginine-glutamic acid dipeptide (RE) repeats
chr1	8908815	8909524	710	*	PEAK_000000002566	3.44327	Distal Intergenic	1	8921059	8931635	10577	2	2023	uc001api.2	22111	ENSG00000074800	ENO1	enolase 1, (alpha)
chr1	8919402	8919931	530	*	PEAK_000000007992	2.73979	Downstream (1-2kb)	1	8921059	8931635	10577	2	2023	uc001api.2	11704	ENSG00000074800	ENO1	enolase 1, (alpha)
chr1	8922463	8923139	677	*	PEAK_000000007176	2.83596	Exon (uc001api.2/2023, exon 8 of 9)	1	8921059	8931635	10577	2	2023	uc001api.2	8496	ENSG00000074800	ENO1	enolase 1, (alpha)
chr1	8978088	8978559	472	*	PEAK_000000001739	3.62796	Distal Intergenic	1	9005893	9012710	6818	1	765	uc021ofu.2	-27334	ENSG00000131686	CA6	carbonic anhydrase VI
chr1	9047905	9048681	777	*	PEAK_000000000239	4.47462	Distal Intergenic	1	9063359	9086404	23046	2	155184	uc009vmo.1	37723	ENSG00000197241	SLC2A7	solute carrier family 2 member 7
chr1	9064922	9065708	787	*	PEAK_000000001695	3.63954	Exon (uc009vmo.1/155184, exon 11 of 12)	1	9063359	9086404	23046	2	155184	uc009vmo.1	20696	ENSG00000197241	SLC2A7	solute carrier family 2 member 7
chr1	9069942	9070341	400	*	PEAK_000000005055	3.07563	Exon (uc009vmo.1/155184, exon 9 of 12)	1	9063359	9086404	23046	2	155184	uc009vmo.1	16063	ENSG00000197241	SLC2A7	solute carrier family 2 member 7
chr1	9161592	9162155	564	*	PEAK_000000000944	3.89776	Downstream (2-3kb)	1	9117507	9148510	31004	2	6518	uc021ofv.1	-13082	ENSG00000142583	SLC2A5	solute carrier family 2 member 5
chr1	9170514	9171471	958	*	PEAK_000000000451	4.21113	3' UTR	1	9164476	9189229	24754	2	80045	uc001apq.1	17758	ENSG00000180758	GPR157	G protein-coupled receptor 157
chr1	9202096	9202737	642	*	PEAK_000000008367	2.69028	Distal Intergenic	1	9211727	9211836	110	2	407040	uc021ofw.1	9099	ENSG00000207865	MIR34A	microRNA 34a
chr1	9241102	9241814	713	*	PEAK_000000000848	3.9404	Intron (uc009vmq.3/uc009vmq.3, intron 1 of 1)	1	9211727	9211836	110	2	407040	uc021ofw.1	-29266	ENSG00000207865	MIR34A	microRNA 34a
chr1	9256329	9256785	457	*	PEAK_000000004462	3.15115	Distal Intergenic	1	9294863	9331394	36532	1	9563	uc001apt.3	-38078	ENSG00000049239	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
chr1	9310034	9310525	492	*	PEAK_000000004491	3.14611	Intron (uc001apt.3/9563, intron 3 of 4)	1	9294863	9331394	36532	1	9563	uc001apt.3	15171	ENSG00000049239	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
chr1	9326937	9327752	816	*	PEAK_000000001668	3.64807	3' UTR	1	9352941	9429590	76650	1	80176	uc010oae.2	-25189	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9515709	9516533	825	*	PEAK_000000001921	3.58456	Distal Intergenic	1	9599528	9642831	43304	1	84275	uc001apw.3	-82995	ENSG00000171612	SLC25A33	solute carrier family 25 member 33
chr1	9550967	9551488	522	*	PEAK_000000002657	3.42693	Distal Intergenic	1	9599528	9642831	43304	1	84275	uc001apw.3	-48040	ENSG00000171612	SLC25A33	solute carrier family 25 member 33
chr1	9555214	9555862	649	*	PEAK_000000000978	3.88343	Distal Intergenic	1	9599528	9642831	43304	1	84275	uc001apw.3	-43666	ENSG00000171612	SLC25A33	solute carrier family 25 member 33
chr1	9648162	9648931	770	*	PEAK_000000000536	4.1275	Promoter (<=1kb)	1	9648932	9665020	16089	1	199953	uc001apy.3	-1	ENSG00000188807	TMEM201	transmembrane protein 201
chr1	9675505	9675992	488	*	PEAK_000000009861	2.37197	Distal Intergenic	1	9656917	9674935	18019	1	199953	uc021ofz.1	18588	ENSG00000188807	TMEM201	transmembrane protein 201
chr1	9686778	9687802	1025	*	PEAK_000000000040	5.18388	Distal Intergenic	1	9711790	9775827	64038	1	5293	uc001aqa.2	-23988	ENSG00000171608	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
chr1	9781599	9782428	830	*	PEAK_000000002985	3.36584	Exon (uc001aqb.4/5293, exon 15 of 24)	1	9789079	9793604	4526	2	22883	uc001aqf.3	11176	ENSG00000171603	CLSTN1	calsyntenin 1
chr1	9784772	9785586	815	*	PEAK_000000000166	4.60292	Exon (uc001aqb.4/5293, exon 23 of 24)	1	9789079	9793604	4526	2	22883	uc001aqf.3	8018	ENSG00000171603	CLSTN1	calsyntenin 1
chr1	9844511	9844911	401	*	PEAK_000000005913	2.97422	Intron (uc001aqh.3/22883, intron 18 of 18)	1	9789079	9884550	95472	2	22883	uc001aqh.3	39639	ENSG00000171603	CLSTN1	calsyntenin 1
chr1	9927408	9928168	761	*	PEAK_000000002999	3.36329	Intron (uc001aqk.1/56998, intron 1 of 5)	1	9908334	9970316	61983	2	56998	uc001aqk.1	42148	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	9934910	9935504	595	*	PEAK_000000006815	2.87519	Intron (uc001aqk.1/56998, intron 3 of 5)	1	9908334	9970316	61983	2	56998	uc001aqk.1	34812	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	10010185	10010906	722	*	PEAK_000000009863	2.37084	Intron (uc001aqp.3/64802, intron 1 of 4)	1	10003486	10045556	42071	1	64802	uc001aqp.3	6699	ENSG00000173614	NMNAT1	nicotinamide nucleotide adenylyltransferase 1
chr1	10092512	10093722	1211	*	PEAK_000000003057	3.35344	Promoter (<=1kb)	1	10093041	10241296	148256	1	10277	uc001aqr.4	0	ENSG00000130939	UBE4B	ubiquitination factor E4B
chr1	10269902	10270739	838	*	PEAK_000000000110	4.79766	Promoter (<=1kb)	1	10270764	10334469	63706	1	23095	uc009vmt.3	-25	ENSG00000054523	KIF1B	kinesin family member 1B
chr1	10437443	10437953	511	*	PEAK_000000002165	3.52816	3' UTR	1	10459085	10480201	21117	1	5226	uc001arc.3	-21132	ENSG00000142657	PGD	phosphogluconate dehydrogenase
chr1	10487910	10490488	2579	*	PEAK_000000008059	2.7297	Promoter (<=1kb)	1	10490159	10512060	21902	1	100526739	uc001arf.3	0	ENSG00000175279	APITD1-CORT	APITD1-CORT readthrough
chr1	10554492	10556390	1899	*	PEAK_000000004008	3.21618	5' UTR	1	10535003	10580067	45065	1	5195	uc001arl.3	19489	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10567258	10567931	674	*	PEAK_000000000563	4.10365	Intron (uc001arl.3/5195, intron 2 of 2)	1	10588312	10690815	102504	1	5195	uc009vmw.3	-20381	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10927175	10927726	552	*	PEAK_000000005908	2.97464	Distal Intergenic	1	10696666	10856733	160068	2	54897	uc001aro.4	-70442	ENSG00000130940	CASZ1	castor zinc finger 1
chr1	10969899	10970426	528	*	PEAK_000000006946	2.8604	Distal Intergenic	1	11006530	11024328	17799	2	148345	uc001arr.2	53902	ENSG00000175262	C1orf127	chromosome 1 open reading frame 127
chr1	11001588	11002410	823	*	PEAK_000000001121	3.82455	Distal Intergenic	1	11006530	11024328	17799	2	148345	uc001arr.2	21918	ENSG00000175262	C1orf127	chromosome 1 open reading frame 127
chr1	11020840	11021557	718	*	PEAK_000000003494	3.28751	Promoter (2-3kb)	1	11006530	11024328	17799	2	148345	uc001arr.2	2771	ENSG00000175262	C1orf127	chromosome 1 open reading frame 127
chr1	11097411	11098238	828	*	PEAK_000000000639	4.0499	Exon (uc001aru.3/10747, exon 7 of 11)	1	11086580	11107296	20717	2	10747	uc001aru.3	9058	ENSG00000009724	MASP2	mannan binding lectin serine peptidase 2
chr1	11301776	11302222	447	*	PEAK_000000004405	3.1602	Intron (uc001asd.3/2475, intron 49 of 57)	1	11166588	11322608	156021	2	2475	uc001asd.3	20386	ENSG00000198793	MTOR	mechanistic target of rapamycin
chr1	11397350	11397948	599	*	PEAK_000000009513	2.49402	Distal Intergenic	1	11333255	11348491	15237	1	29914	uc001asg.3	64095	ENSG00000120942	UBIAD1	UbiA prenyltransferase domain containing 1
chr1	11702274	11706332	4059	*	PEAK_000000001965	3.57198	Downstream (2-3kb)	1	11709144	11714401	5258	2	26232	uc009vnb.1	8069	ENSG00000116661	FBXO2	F-box protein 2
chr1	11771166	11771631	466	*	PEAK_000000003899	3.22919	Intron (uc001asr.1/374946, intron 3 of 6)	1	11751781	11780336	28556	1	374946	uc001asr.1	19385	ENSG00000162490	DRAXIN	dorsal inhibitory axon guidance protein
chr1	11779829	11780432	604	*	PEAK_000000001918	3.58561	3' UTR	1	11796142	11810828	14687	1	57085	uc001ast.3	-15710	ENSG00000177674	AGTRAP	angiotensin II receptor associated protein
chr1	11897569	11899165	1597	*	PEAK_000000000595	4.07925	Promoter (1-2kb)	1	11900376	11907674	7299	1	100379251	uc010oav.1	-1211	NA	NPPA-AS1	NPPA antisense RNA 1
chr1	11953700	11954416	717	*	PEAK_000000000296	4.37715	Distal Intergenic	1	11979645	11986485	6841	2	90231	uc001atk.3	32069	ENSG00000116685	KIAA2013	KIAA2013
chr1	11967622	11968166	545	*	PEAK_000000008784	2.63469	Distal Intergenic	1	11979645	11986485	6841	2	90231	uc001atk.3	18319	ENSG00000116685	KIAA2013	KIAA2013
chr1	12178466	12179207	742	*	PEAK_000000001286	3.7614	Intron (uc001atq.3/943, intron 8 of 14)	1	12185958	12204264	18307	1	943	uc001atr.3	-6751	ENSG00000120949	TNFRSF8	tumor necrosis factor receptor superfamily member 8
chr1	12184695	12185345	651	*	PEAK_000000002629	3.43296	Promoter (<=1kb)	1	12185958	12204264	18307	1	943	uc001atr.3	-613	ENSG00000120949	TNFRSF8	tumor necrosis factor receptor superfamily member 8
chr1	12268857	12269614	758	*	PEAK_000000006094	2.95329	3' UTR	1	12251762	12251839	78	1	100616438	uc021ogi.1	17095	ENSG00000263676	MIR4632	microRNA 4632
chr1	12289491	12290259	769	*	PEAK_000000001374	3.73366	Promoter (<=1kb)	1	12290113	12572098	281986	1	55187	uc001atv.3	0	ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)
chr1	12661226	12661885	660	*	PEAK_000000005359	3.04016	Intron (uc001aub.3/9249, intron 5 of 5)	1	12640551	12656106	15556	2	9249	uc001aue.1	-5120	ENSG00000162496	DHRS3	dehydrogenase/reductase (SDR family) member 3
chr1	12679634	12680432	799	*	PEAK_000000008806	2.6305	Promoter (1-2kb)	1	12627939	12677820	49882	2	9249	uc001auc.3	-1814	ENSG00000162496	DHRS3	dehydrogenase/reductase (SDR family) member 3
chr1	12718930	12719589	660	*	PEAK_000000001865	3.59896	Intron (uc001auf.3/343066, intron 2 of 3)	1	12704566	12727097	22532	1	343066	uc001auf.3	14364	ENSG00000204518	AADACL4	arylacetamide deacetylase-like 4
chr1	13992005	13992644	640	*	PEAK_000000001647	3.65526	Distal Intergenic	1	14026735	14151574	124840	1	7799	uc001avg.3	-34091	ENSG00000116731	PRDM2	PR domain 2
chr1	14286758	14287453	696	*	PEAK_000000000426	4.23903	Distal Intergenic	1	14075856	14107358	31503	1	7799	uc021ogk.1	210902	ENSG00000116731	PRDM2	PR domain 2
chr1	15105479	15106098	620	*	PEAK_000000001203	3.79384	Intron (uc009vog.1/23254, intron 1 of 7)	1	15250625	15394651	144027	1	23254	uc001avo.2	-144527	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	15240976	15242335	1360	*	PEAK_000000002844	3.39496	Intron (uc009vog.1/23254, intron 1 of 7)	1	15250625	15394651	144027	1	23254	uc001avo.2	-8290	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	15354002	15354612	611	*	PEAK_000000001940	3.58022	Intron (uc009vog.1/23254, intron 2 of 7)	1	15287180	15394651	107472	1	23254	uc001avr.2	66822	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	15373116	15373654	539	*	PEAK_000000000988	3.88033	Intron (uc009vog.1/23254, intron 4 of 7)	1	15427704	15444544	16841	1	23254	uc001avs.4	-54050	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	15426512	15427532	1021	*	PEAK_000000004799	3.10818	Promoter (<=1kb)	1	15427704	15444544	16841	1	23254	uc001avs.4	-172	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	15454855	15455399	545	*	PEAK_000000006056	2.95862	Intron (uc001avv.4/200197, intron 4 of 4)	1	15438311	15478960	40650	2	200197	uc001avv.4	23561	ENSG00000175147	TMEM51-AS1	TMEM51 antisense RNA 1
chr1	15631188	15631815	628	*	PEAK_000000005009	3.08164	Intron (uc001awa.1/114827, intron 5 of 15)	1	15668232	15711054	42823	1	114827	uc001awd.1	-36417	ENSG00000142621	FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1
chr1	15649594	15650654	1061	*	PEAK_000000001871	3.5973	Intron (uc001awa.1/114827, intron 9 of 15)	1	15668232	15711054	42823	1	114827	uc001awd.1	-17578	ENSG00000142621	FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1
chr1	15756455	15758533	2079	*	PEAK_000000002227	3.51589	3' UTR	1	15764938	15773153	8216	1	11330	uc001awi.1	-6405	ENSG00000162438	CTRC	chymotrypsin C
chr1	16118446	16119078	633	*	PEAK_000000001569	3.67652	Distal Intergenic	1	16133657	16134194	538	2	440567	uc009vol.1	15116	ENSG00000233954	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
