seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	2688841	2689411	571	*	PEAK_000000006058	2.80587	Intron (uc021oey.1/100287898, intron 3 of 6)	1	2572807	2706230	133424	2	100287898	uc021oey.1	16819	ENSG00000215912	TTC34	tetratricopeptide repeat domain 34
chr1	3535543	3536639	1097	*	PEAK_000000000160	3.9496	Distal Intergenic	1	3541556	3546694	5139	1	127262	uc001akm.3	-4917	ENSG00000158109	TPRG1L	tumor protein p63 regulated 1-like
chr1	5569935	5570383	449	*	PEAK_000000001975	3.22485	Distal Intergenic	1	5624131	5624203	73	1	100616489	uc021ofm.1	-53748	ENSG00000264341	MIR4417	microRNA 4417
chr1	5574428	5575311	884	*	PEAK_000000001591	3.29358	Distal Intergenic	1	5624131	5624203	73	1	100616489	uc021ofm.1	-48820	ENSG00000264341	MIR4417	microRNA 4417
chr1	6407771	6408418	648	*	PEAK_000000001981	3.22406	Intron (uc001amq.3/11332, intron 7 of 8)	1	6324332	6419004	94673	2	11332	uc001amq.3	10586	ENSG00000097021	ACOT7	acyl-CoA thioesterase 7
chr1	6549735	6550199	465	*	PEAK_000000004196	2.95966	Promoter (<=1kb)	1	6526152	6550654	24503	2	57449	uc001anl.2	455	ENSG00000171680	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
chr1	6614555	6615118	564	*	PEAK_000000004030	2.97679	Promoter (<=1kb)	1	6581407	6614658	33252	2	79707	uc001ans.3	0	ENSG00000162408	NOL9	nucleolar protein 9
chr1	6779695	6780288	594	*	PEAK_000000007878	2.68243	Distal Intergenic	1	6694228	6761966	67739	2	55735	uc001aof.2	-17729	ENSG00000007923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
chr1	6787578	6788119	542	*	PEAK_000000004705	2.91146	Distal Intergenic	1	6694228	6761966	67739	2	55735	uc001aof.2	-25612	ENSG00000007923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
chr1	6843528	6843927	400	*	PEAK_000000002601	3.13747	Promoter (1-2kb)	1	6845384	6932107	86724	1	23261	uc001aoh.3	-1457	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7130315	7131650	1336	*	PEAK_000000004285	2.95021	Intron (uc001aoi.3/23261, intron 3 of 22)	1	6845384	6932107	86724	1	23261	uc001aoh.3	284931	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7812684	7813244	561	*	PEAK_000000000396	3.68012	Intron (uc001aoi.3/23261, intron 21 of 22)	1	7804895	7829766	24872	1	23261	uc009vmf.3	7789	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	8021005	8021724	720	*	PEAK_000000005871	2.81802	Promoter (<=1kb)	1	8021714	8045342	23629	1	11315	uc001aou.4	0	ENSG00000116288	PARK7	Parkinsonism associated deglycase
chr1	8042496	8043282	787	*	PEAK_000000007630	2.70006	Exon (uc001aoy.1/uc001aoy.1, exon 1 of 1)	1	8021714	8045342	23629	1	11315	uc001aou.4	20782	ENSG00000116288	PARK7	Parkinsonism associated deglycase
chr1	8074613	8077144	2532	*	PEAK_000000001006	3.42743	Promoter (<=1kb)	1	8073487	8075752	2266	2	54206	uc001apa.1	0	ENSG00000116285	ERRFI1	ERBB receptor feedback inhibitor 1
chr1	8484524	8485401	878	*	PEAK_000000009330	2.57923	Promoter (<=1kb)	1	8412464	8483747	71284	2	473	uc001apd.3	-777	ENSG00000142599	RERE	arginine-glutamic acid dipeptide (RE) repeats
chr1	8585592	8586105	514	*	PEAK_000000003333	3.04939	Promoter (<=1kb)	1	8420172	8585844	165673	2	473	uc010nzx.1	0	ENSG00000142599	RERE	arginine-glutamic acid dipeptide (RE) repeats
chr1	8620482	8621684	1203	*	PEAK_000000001729	3.26718	Intron (uc001ape.3/473, intron 19 of 23)	1	8420172	8585844	165673	2	473	uc010nzx.1	-34638	ENSG00000142599	RERE	arginine-glutamic acid dipeptide (RE) repeats
chr1	8759204	8762363	3160	*	PEAK_000000006184	2.79697	Intron (uc001ape.3/473, intron 22 of 23)	1	8525030	8813897	288868	2	473	uc001aph.1	51534	ENSG00000142599	RERE	arginine-glutamic acid dipeptide (RE) repeats
chr1	8918459	8919615	1157	*	PEAK_000000008787	2.622	Downstream (1-2kb)	1	8921059	8931635	10577	2	2023	uc001api.2	12020	ENSG00000074800	ENO1	enolase 1, (alpha)
chr1	8978246	8978723	478	*	PEAK_000000001365	3.34442	Distal Intergenic	1	9005893	9012710	6818	1	765	uc021ofu.2	-27170	ENSG00000131686	CA6	carbonic anhydrase VI
chr1	9047937	9048414	478	*	PEAK_000000006210	2.79553	Distal Intergenic	1	9063359	9086404	23046	2	155184	uc009vmo.1	37990	ENSG00000197241	SLC2A7	solute carrier family 2 member 7
chr1	9065292	9065713	422	*	PEAK_000000002430	3.15993	Intron (uc009vmo.1/155184, intron 2 of 11)	1	9063359	9086404	23046	2	155184	uc009vmo.1	20691	ENSG00000197241	SLC2A7	solute carrier family 2 member 7
chr1	9170640	9171133	494	*	PEAK_000000001772	3.25912	3' UTR	1	9164476	9189229	24754	2	80045	uc001apq.1	18096	ENSG00000180758	GPR157	G protein-coupled receptor 157
chr1	9327282	9327864	583	*	PEAK_000000008620	2.63366	3' UTR	1	9352941	9429590	76650	1	80176	uc010oae.2	-25077	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9348951	9349651	701	*	PEAK_000000002096	3.20805	Distal Intergenic	1	9352941	9429590	76650	1	80176	uc010oae.2	-3290	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9516023	9516529	507	*	PEAK_000000007768	2.69056	Distal Intergenic	1	9599528	9642831	43304	1	84275	uc001apw.3	-82999	ENSG00000171612	SLC25A33	solute carrier family 25 member 33
chr1	9550970	9552298	1329	*	PEAK_000000006382	2.78408	Distal Intergenic	1	9599528	9642831	43304	1	84275	uc001apw.3	-47230	ENSG00000171612	SLC25A33	solute carrier family 25 member 33
chr1	9633020	9633744	725	*	PEAK_000000010530	2.44507	Exon (uc001apw.3/84275, exon 5 of 7)	1	9648932	9665020	16089	1	199953	uc001apy.3	-15188	ENSG00000188807	TMEM201	transmembrane protein 201
chr1	9648407	9648835	429	*	PEAK_000000002973	3.09333	Promoter (<=1kb)	1	9648932	9665020	16089	1	199953	uc001apy.3	-97	ENSG00000188807	TMEM201	transmembrane protein 201
chr1	9686455	9687517	1063	*	PEAK_000000004191	2.96039	Distal Intergenic	1	9711790	9775827	64038	1	5293	uc001aqa.2	-24273	ENSG00000171608	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
chr1	9844360	9845184	825	*	PEAK_000000001712	3.2704	Intron (uc001aqh.3/22883, intron 18 of 18)	1	9789079	9884550	95472	2	22883	uc001aqh.3	39366	ENSG00000171603	CLSTN1	calsyntenin 1
chr1	9927587	9928176	590	*	PEAK_000000000627	3.55933	Intron (uc001aqk.1/56998, intron 1 of 5)	1	9908334	9970316	61983	2	56998	uc001aqk.1	42140	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	9934707	9935393	687	*	PEAK_000000002400	3.16506	Intron (uc001aqk.1/56998, intron 3 of 5)	1	9908334	9970316	61983	2	56998	uc001aqk.1	34923	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	10002442	10002841	400	*	PEAK_000000010289	2.48002	Promoter (<=1kb)	1	9989776	10002840	13065	2	84328	uc001aqm.3	0	ENSG00000162441	LZIC	leucine zipper and CTNNBIP1 domain containing
chr1	10092679	10094673	1995	*	PEAK_000000009182	2.59261	Promoter (<=1kb)	1	10093041	10241296	148256	1	10277	uc001aqr.4	0	ENSG00000130939	UBE4B	ubiquitination factor E4B
chr1	10269601	10270584	984	*	PEAK_000000007055	2.73694	Promoter (<=1kb)	1	10270764	10334469	63706	1	23095	uc009vmt.3	-180	ENSG00000054523	KIF1B	kinesin family member 1B
chr1	10488154	10490567	2414	*	PEAK_000000001985	3.22313	Promoter (<=1kb)	1	10490159	10512060	21902	1	100526739	uc001arf.3	0	ENSG00000175279	APITD1-CORT	APITD1-CORT readthrough
chr1	10554781	10555795	1015	*	PEAK_000000000068	4.2078	5' UTR	1	10535003	10580067	45065	1	5195	uc001arl.3	19778	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10567247	10568154	908	*	PEAK_000000001727	3.26738	Intron (uc001arl.3/5195, intron 2 of 2)	1	10588312	10690815	102504	1	5195	uc009vmw.3	-20158	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	11001928	11002410	483	*	PEAK_000000006739	2.75805	Distal Intergenic	1	11006530	11024328	17799	2	148345	uc001arr.2	21918	ENSG00000175262	C1orf127	chromosome 1 open reading frame 127
chr1	11097515	11098194	680	*	PEAK_000000001260	3.36843	Exon (uc001aru.3/10747, exon 7 of 11)	1	11086580	11107296	20717	2	10747	uc001aru.3	9102	ENSG00000009724	MASP2	mannan binding lectin serine peptidase 2
chr1	11322406	11322928	523	*	PEAK_000000006047	2.80647	Promoter (<=1kb)	1	11166588	11322608	156021	2	2475	uc001asd.3	0	ENSG00000198793	MTOR	mechanistic target of rapamycin
chr1	11396984	11397835	852	*	PEAK_000000011153	2.27338	Distal Intergenic	1	11333255	11348491	15237	1	29914	uc001asg.3	63729	ENSG00000120942	UBIAD1	UbiA prenyltransferase domain containing 1
chr1	11702480	11702972	493	*	PEAK_000000000365	3.69815	Distal Intergenic	1	11709144	11714401	5258	2	26232	uc009vnb.1	11429	ENSG00000116661	FBXO2	F-box protein 2
chr1	11705739	11706260	522	*	PEAK_000000009060	2.60169	Downstream (2-3kb)	1	11709144	11714401	5258	2	26232	uc009vnb.1	8141	ENSG00000116661	FBXO2	F-box protein 2
chr1	11779761	11780365	605	*	PEAK_000000000069	4.20628	3' UTR	1	11796142	11810828	14687	1	57085	uc001ast.3	-15777	ENSG00000177674	AGTRAP	angiotensin II receptor associated protein
chr1	11953929	11955440	1512	*	PEAK_000000003767	3.00222	Distal Intergenic	1	11979645	11986485	6841	2	90231	uc001atk.3	31045	ENSG00000116685	KIAA2013	KIAA2013
chr1	11967627	11968782	1156	*	PEAK_000000001114	3.39962	Distal Intergenic	1	11979645	11986485	6841	2	90231	uc001atk.3	17703	ENSG00000116685	KIAA2013	KIAA2013
chr1	12184521	12185321	801	*	PEAK_000000000392	3.68263	Promoter (<=1kb)	1	12185958	12204264	18307	1	943	uc001atr.3	-637	ENSG00000120949	TNFRSF8	tumor necrosis factor receptor superfamily member 8
chr1	12268747	12269461	715	*	PEAK_000000000099	4.09396	3' UTR	1	12251762	12251839	78	1	100616438	uc021ogi.1	16985	ENSG00000263676	MIR4632	microRNA 4632
chr1	12374042	12375422	1381	*	PEAK_000000008630	2.63287	Promoter (2-3kb)	1	12371511	12398045	26535	1	55187	uc001aty.1	2531	ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)
chr1	12509606	12510608	1003	*	PEAK_000000006444	2.77989	Intron (uc001atv.3/55187, intron 65 of 69)	1	12469884	12572098	102215	1	55187	uc010obd.2	39722	ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)
chr1	12661276	12661960	685	*	PEAK_000000009052	2.60205	Intron (uc001aub.3/9249, intron 5 of 5)	1	12640551	12656106	15556	2	9249	uc001aue.1	-5170	ENSG00000162496	DHRS3	dehydrogenase/reductase (SDR family) member 3
chr1	12679622	12680612	991	*	PEAK_000000000497	3.61604	Promoter (1-2kb)	1	12627939	12677820	49882	2	9249	uc001auc.3	-1802	ENSG00000162496	DHRS3	dehydrogenase/reductase (SDR family) member 3
chr1	12718835	12719492	658	*	PEAK_000000004250	2.95424	Intron (uc001auf.3/343066, intron 2 of 3)	1	12704566	12727097	22532	1	343066	uc001auf.3	14269	ENSG00000204518	AADACL4	arylacetamide deacetylase-like 4
chr1	13843652	13844118	467	*	PEAK_000000005066	2.88039	Distal Intergenic	1	13801445	13840242	38798	2	126755	uc001avb.3	-3410	ENSG00000162494	LRRC38	leucine rich repeat containing 38
chr1	13991246	13992127	882	*	PEAK_000000008955	2.60949	Distal Intergenic	1	14026735	14151574	124840	1	7799	uc001avg.3	-34608	ENSG00000116731	PRDM2	PR domain 2
chr1	14052159	14053017	859	*	PEAK_000000006398	2.78299	Intron (uc001avg.3/7799, intron 2 of 7)	1	14031350	14114574	83225	1	7799	uc001avh.3	20809	ENSG00000116731	PRDM2	PR domain 2
chr1	14076702	14077891	1190	*	PEAK_000000010375	2.46697	Promoter (<=1kb)	1	14075856	14107358	31503	1	7799	uc021ogk.1	846	ENSG00000116731	PRDM2	PR domain 2
chr1	14286519	14288139	1621	*	PEAK_000000004640	2.91685	Distal Intergenic	1	14075856	14107358	31503	1	7799	uc021ogk.1	210663	ENSG00000116731	PRDM2	PR domain 2
chr1	15650057	15650647	591	*	PEAK_000000003468	3.03586	Intron (uc001awa.1/114827, intron 9 of 15)	1	15668232	15711054	42823	1	114827	uc001awd.1	-17585	ENSG00000142621	FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1
chr1	15757418	15758265	848	*	PEAK_000000005692	2.83055	Distal Intergenic	1	15764938	15773153	8216	1	11330	uc001awi.1	-6673	ENSG00000162438	CTRC	chymotrypsin C
chr1	15851839	15853228	1390	*	PEAK_000000007319	2.7206	Promoter (<=1kb)	1	15853352	15893091	39740	1	23341	uc001awr.1	-124	ENSG00000116138	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
chr1	16118369	16118801	433	*	PEAK_000000004036	2.97625	Distal Intergenic	1	16133657	16134194	538	2	440567	uc009vol.1	15393	ENSG00000233954	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
chr1	16175680	16177439	1760	*	PEAK_000000009020	2.60433	Promoter (1-2kb)	1	16160710	16174642	13933	2	729614	uc001axj.2	-1038	ENSG00000179743	FLJ37453	uncharacterized LOC729614
chr1	16335400	16335823	424	*	PEAK_000000000776	3.49995	Distal Intergenic	1	16330731	16333184	2454	1	149563	uc001axn.3	4669	ENSG00000183888	C1orf64	chromosome 1 open reading frame 64
chr1	16514129	16514603	475	*	PEAK_000000002189	3.19633	Distal Intergenic	1	16524599	16533705	9107	2	128272	uc009voo.2	19102	ENSG00000142632	ARHGEF19	Rho guanine nucleotide exchange factor 19
chr1	16570864	16571458	595	*	PEAK_000000001377	3.34117	Distal Intergenic	1	16558182	16563659	5478	2	79363	uc001ayd.3	-7205	ENSG00000132881	RSG1	REM2 and RAB like small GTPase 1
chr1	16689373	16689999	627	*	PEAK_000000003591	3.02276	Distal Intergenic	1	16693525	16722607	29083	1	26099	uc010ocb.2	-3526	ENSG00000055070	SZRD1	SUZ RNA binding domain containing 1
chr1	16765483	16767328	1846	*	PEAK_000000002821	3.11078	Promoter (<=1kb)	1	16767167	16786584	19418	1	55707	uc001ayo.3	0	ENSG00000157191	NECAP2	NECAP endocytosis associated 2
chr1	16949691	16951641	1951	*	PEAK_000000006385	2.78373	Promoter (1-2kb)	1	16944751	16952994	8244	2	84809	uc010ocf.2	1353	NA	CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2
chr1	17029709	17030176	468	*	PEAK_000000010884	2.37809	Intron (uc001azn.1/284729, intron 6 of 10)	1	17017713	17046652	28940	2	284729	uc001azn.1	16476	ENSG00000268869	ESPNP	espin pseudogene
chr1	17035591	17037024	1434	*	PEAK_000000009718	2.54364	Intron (uc001azn.1/284729, intron 10 of 10)	1	17017713	17046652	28940	2	284729	uc001azn.1	9628	ENSG00000268869	ESPNP	espin pseudogene
chr1	17277921	17278360	440	*	PEAK_000000001736	3.26653	Intron (uc001azt.2/9696, intron 20 of 36)	1	17266389	17299474	33086	1	9696	uc001azu.2	11532	ENSG00000058453	CROCC	ciliary rootlet coiled-coil, rootletin
chr1	17452224	17453008	785	*	PEAK_000000005711	2.82925	Distal Intergenic	1	17393256	17445948	52693	2	11240	uc001baf.3	-6276	ENSG00000117115	PADI2	peptidyl arginine deiminase, type II
chr1	17563407	17564083	677	*	PEAK_000000000315	3.74628	Promoter (2-3kb)	1	17566190	17572501	6312	1	29943	uc009vpb.1	-2107	ENSG00000142623	PADI1	peptidyl arginine deiminase, type I
chr1	17662697	17663469	773	*	PEAK_000000004873	2.89757	Exon (uc009vpc.2/23569, exon 4 of 10)	1	17634690	17674911	40222	1	23569	uc009vpc.2	28007	ENSG00000159339	PADI4	peptidyl arginine deiminase, type IV
chr1	17745789	17746561	773	*	PEAK_000000005438	2.85007	Intron (uc001bal.3/55920, intron 6 of 11)	1	17733251	17765059	31809	2	55920	uc001bal.3	18498	ENSG00000179051	RCC2	regulator of chromosome condensation 2
chr1	18625957	18626459	503	*	PEAK_000000002162	3.20044	Intron (uc001bau.2/84966, intron 3 of 9)	1	18687861	18704977	17117	1	84966	uc001bav.2	-61402	ENSG00000117154	IGSF21	immunoglobin superfamily member 21
chr1	19233210	19233993	784	*	PEAK_000000001216	3.37753	3' UTR	1	19197924	19229293	31370	2	8659	uc001bbb.3	-3917	ENSG00000159423	ALDH4A1	aldehyde dehydrogenase 4 family member A1
chr1	19238690	19239776	1087	*	PEAK_000000002480	3.15251	Intron (uc001bbd.2/126917, intron 4 of 8)	1	19197924	19229293	31370	2	8659	uc001bbb.3	-9397	ENSG00000159423	ALDH4A1	aldehyde dehydrogenase 4 family member A1
chr1	19567446	19568441	996	*	PEAK_000000002797	3.11384	Exon (uc001bbo.4/23065, exon 6 of 23)	1	19542158	19578053	35896	2	23065	uc001bbo.4	9612	ENSG00000127463	EMC1	ER membrane protein complex subunit 1
chr1	19717503	19718414	912	*	PEAK_000000000265	3.79845	Intron (uc010ocz.2/832, intron 7 of 8)	1	19638740	19655794	17055	1	54896	uc001bby.3	78763	ENSG00000040487	PQLC2	PQ loop repeat containing 2
chr1	19813262	19814530	1269	*	PEAK_000000009973	2.51886	Promoter (1-2kb)	1	19665267	19812066	146800	2	832	uc001bce.3	-1196	ENSG00000077549	CAPZB	capping actin protein of muscle Z-line beta subunit
chr1	19908546	19909103	558	*	PEAK_000000007345	2.71892	Distal Intergenic	1	19923471	19984949	61479	1	100532736	uc009vpl.2	-14368	ENSG00000270136	MINOS1-NBL1	MINOS1-NBL1 readthrough
chr1	19980088	19980650	563	*	PEAK_000000001407	3.33387	Intron (uc009vpl.2/100532736, intron 1 of 3)	1	19974104	19984949	10846	1	4681	uc031pll.1	5984	ENSG00000158747	NBL1	neuroblastoma 1, DAN family BMP antagonist
chr1	19987065	19988948	1884	*	PEAK_000000005337	2.85828	Promoter (2-3kb)	1	19991780	20006055	14276	1	3362	uc001bcl.3	-2832	ENSG00000158748	HTR6	5-hydroxytryptamine receptor 6
chr1	20208361	20208959	599	*	PEAK_000000000072	4.18692	Promoter (<=1kb)	1	20208888	20239437	30550	1	23252	uc001bcs.4	0	ENSG00000169914	OTUD3	OTU deubiquitinase 3
chr1	20427463	20427919	457	*	PEAK_000000003846	2.99414	Distal Intergenic	1	20439143	20446059	6917	2	26279	uc001bcz.4	18140	ENSG00000117215	PLA2G2D	phospholipase A2 group IID
chr1	20539191	20539915	725	*	PEAK_000000007369	2.71763	Distal Intergenic	1	20512578	20519942	7365	1	127733	uc001bdb.3	26613	ENSG00000162543	UBXN10	UBX domain protein 10
chr1	20848824	20849363	540	*	PEAK_000000008954	2.60969	Distal Intergenic	1	20825941	20834674	8734	2	79594	uc001bdi.4	-14150	ENSG00000090432	MUL1	mitochondrial E3 ubiquitin protein ligase 1
chr1	20966045	20967067	1023	*	PEAK_000000003960	2.98333	Exon (uc001bdm.3/65018, exon 3 of 8)	1	20972001	20978004	6004	1	65018	uc001bdn.3	-4934	ENSG00000158828	PINK1	PTEN induced putative kinase 1
chr1	20986682	20987949	1268	*	PEAK_000000006313	2.78752	Promoter (<=1kb)	1	20978260	20988037	9778	2	1650	uc001bdo.1	88	ENSG00000244038	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
chr1	21558430	21559039	610	*	PEAK_000000001891	3.23757	Intron (uc001bej.2/1889, intron 5 of 16)	1	21543740	21606183	62444	2	1889	uc001bej.2	47144	ENSG00000117298	ECE1	endothelin converting enzyme 1
chr1	21596170	21597307	1138	*	PEAK_000000001256	3.36985	Intron (uc001bej.2/1889, intron 15 of 16)	1	21543740	21606183	62444	2	1889	uc001bej.2	8876	ENSG00000117298	ECE1	endothelin converting enzyme 1
chr1	21620676	21621351	676	*	PEAK_000000009371	2.57547	Promoter (<=1kb)	1	21619783	21626362	6580	1	100506801	uc001beo.2	893	ENSG00000231105	LOC100506801	uncharacterized LOC100506801
chr1	21661003	21661432	430	*	PEAK_000000006428	2.78065	Intron (uc001bem.2/1889, intron 18 of 18)	1	21543740	21672034	128295	2	1889	uc001bem.2	10602	ENSG00000117298	ECE1	endothelin converting enzyme 1
chr1	22351689	22353075	1387	*	PEAK_000000002991	3.09129	Promoter (<=1kb)	1	22351707	22357715	6009	1	29092	uc001bfm.4	0	ENSG00000218510	LINC00339	long intergenic non-protein coding RNA 339
chr1	22431813	22432581	769	*	PEAK_000000002930	3.09762	Distal Intergenic	1	22443798	22469519	25722	2	54361	uc001bfs.4	36938	ENSG00000162552	WNT4	wingless-type MMTV integration site family member 4
chr1	23030480	23032052	1573	*	PEAK_000000006687	2.76156	Distal Intergenic	1	23037331	23241082	203752	1	2048	uc009vqj.1	-5279	ENSG00000133216	EPHB2	EPH receptor B2
chr1	23303224	23303635	412	*	PEAK_000000009290	2.58317	Distal Intergenic	1	23337327	23342343	5017	2	729059	uc001bgh.1	38708	ENSG00000227868	C1orf234	chromosome 1 open reading frame 234
chr1	23425018	23425476	459	*	PEAK_000000009558	2.55954	Intron (uc001bgk.2/7798, intron 2 of 4)	1	23370798	23370865	68	1	100422866	uc021oid.1	54220	ENSG00000263793	MIR3115	microRNA 3115
chr1	23729445	23731036	1592	*	PEAK_000000003885	2.98978	Intron (uc021oig.1/6920, intron 6 of 10)	1	23710671	23720526	9856	2	6920	uc009vqm.2	-8919	ENSG00000204219	TCEA3	transcription elongation factor A3
chr1	23823347	23824231	885	*	PEAK_000000009659	2.54879	Distal Intergenic	1	23768994	23811057	42064	2	55616	uc001bhc.1	-12290	ENSG00000088280	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
chr1	23866309	23866737	429	*	PEAK_000000003234	3.06106	Distal Intergenic	1	23832920	23857712	24793	2	1870	uc001bhe.2	-8597	ENSG00000007968	E2F2	E2F transcription factor 2
chr1	23870708	23871541	834	*	PEAK_000000006876	2.74881	Distal Intergenic	1	23832920	23857712	24793	2	1870	uc001bhe.2	-12996	ENSG00000007968	E2F2	E2F transcription factor 2
chr1	23961316	23963036	1721	*	PEAK_000000000537	3.60147	Intron (uc001bhi.3/259283, intron 5 of 6)	1	23953226	23967056	13831	1	259283	uc001bhj.3	8090	ENSG00000197880	MDS2	myelodysplastic syndrome 2 translocation associated
chr1	24017352	24019499	2148	*	PEAK_000000004050	2.9751	Promoter (<=1kb)	1	24018269	24022915	4647	1	6135	uc001bhk.3	0	ENSG00000142676	RPL11	ribosomal protein L11
chr1	24098538	24099306	769	*	PEAK_000000001283	3.36233	Exon (uc001bhp.2/100506963, exon 2 of 4)	1	24086872	24104787	17916	2	100506963	uc001bhp.2	5481	ENSG00000236810	TCEB3-AS1	TCEB3 antisense RNA 1
chr1	24136177	24137846	1670	*	PEAK_000000005483	2.84717	Exon (uc001bib.3/3155, exon 6 of 9)	1	24130890	24144073	13184	2	3155	uc021oii.1	6227	ENSG00000117305	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase
chr1	24194774	24195489	716	*	PEAK_000000002504	3.14978	Promoter (<=1kb)	1	24171572	24194859	23288	2	2517	uc001bie.3	0	ENSG00000179163	FUCA1	fucosidase, alpha-L- 1, tissue
chr1	24243233	24243806	574	*	PEAK_000000000218	3.86203	Distal Intergenic	1	24200460	24239817	39358	2	1269	uc001bif.3	-3416	ENSG00000188822	CNR2	cannabinoid receptor 2
chr1	24285259	24285925	667	*	PEAK_000000000604	3.57015	Promoter (<=1kb)	1	24286301	24289949	3649	1	55629	uc001big.3	-376	ENSG00000189266	PNRC2	proline rich nuclear receptor coactivator 2
chr1	24476737	24477233	497	*	PEAK_000000007588	2.70247	Distal Intergenic	1	24446261	24469775	23515	2	58985	uc001biq.2	-6962	ENSG00000142677	IL22RA1	interleukin 22 receptor subunit alpha 1
chr1	24525708	24528519	2812	*	PEAK_000000001845	3.24601	Promoter (<=1kb)	1	24526730	24538180	11451	1	284632	uc010oei.1	0	ENSG00000230023	LOC284632	uncharacterized LOC284632
chr1	24716888	24719177	2290	*	PEAK_000000002776	3.11646	Promoter (<=1kb)	1	24695211	24718169	22959	2	90529	uc001bjf.3	0	ENSG00000001460	STPG1	sperm tail PG-rich repeat containing 1
