seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	11097724	11098260	537	*	PEAK_000000001252	3.56381	Exon (uc001aru.3/10747, exon 7 of 11)	1	11086580	11107296	20717	2	10747	uc001aru.3	9036	ENSG00000009724	MASP2	mannan binding lectin serine peptidase 2
chr1	11397269	11397880	612	*	PEAK_000000005787	2.84933	Distal Intergenic	1	11333255	11348491	15237	1	29914	uc001asg.3	64014	ENSG00000120942	UBIAD1	UbiA prenyltransferase domain containing 1
chr1	11702035	11702830	796	*	PEAK_000000004941	2.95723	Distal Intergenic	1	11709144	11714401	5258	2	26232	uc009vnb.1	11571	ENSG00000116661	FBXO2	F-box protein 2
chr1	11967957	11968475	519	*	PEAK_000000001697	3.45393	Distal Intergenic	1	11979645	11986485	6841	2	90231	uc001atk.3	18010	ENSG00000116685	KIAA2013	KIAA2013
chr1	12184691	12185204	514	*	PEAK_000000004642	2.99748	Promoter (<=1kb)	1	12185958	12204264	18307	1	943	uc001atr.3	-754	ENSG00000120949	TNFRSF8	tumor necrosis factor receptor superfamily member 8
chr1	12331989	12332522	534	*	PEAK_000000002921	3.23053	Intron (uc001atv.3/55187, intron 17 of 69)	1	12335882	12572098	236217	1	55187	uc001atx.3	-3360	ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)
chr1	12374544	12375093	550	*	PEAK_000000005111	2.93681	Intron (uc001atv.3/55187, intron 30 of 69)	1	12371511	12398045	26535	1	55187	uc001aty.1	3033	ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)
chr1	12679633	12680241	609	*	PEAK_000000004058	3.07216	Promoter (1-2kb)	1	12627939	12677820	49882	2	9249	uc001auc.3	-1813	ENSG00000162496	DHRS3	dehydrogenase/reductase (SDR family) member 3
chr1	12718883	12719309	427	*	PEAK_000000001404	3.52456	Intron (uc001auf.3/343066, intron 2 of 3)	1	12704566	12727097	22532	1	343066	uc001auf.3	14317	ENSG00000204518	AADACL4	arylacetamide deacetylase-like 4
chr1	14286897	14287296	400	*	PEAK_000000002050	3.38586	Distal Intergenic	1	14075856	14107358	31503	1	7799	uc021ogk.1	211041	ENSG00000116731	PRDM2	PR domain 2
chr1	15105585	15106498	914	*	PEAK_000000005255	2.91865	Intron (uc009vog.1/23254, intron 1 of 7)	1	15250625	15394651	144027	1	23254	uc001avo.2	-144127	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	15454907	15455323	417	*	PEAK_000000001054	3.62181	Intron (uc001avv.4/200197, intron 4 of 4)	1	15438311	15478960	40650	2	200197	uc001avv.4	23637	ENSG00000175147	TMEM51-AS1	TMEM51 antisense RNA 1
chr1	15650154	15650756	603	*	PEAK_000000003398	3.15839	Intron (uc001awa.1/114827, intron 9 of 15)	1	15668232	15711054	42823	1	114827	uc001awd.1	-17476	ENSG00000142621	FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1
chr1	16118294	16118768	475	*	PEAK_000000002213	3.35462	Distal Intergenic	1	16133657	16134194	538	2	440567	uc009vol.1	15426	ENSG00000233954	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
chr1	16160437	16161491	1055	*	PEAK_000000003850	3.09863	Exon (uc001axj.2/729614, exon 2 of 2)	1	16174359	16266950	92592	1	23013	uc001axk.1	-12868	ENSG00000065526	SPEN	spen family transcriptional repressor
chr1	16408750	16409179	430	*	PEAK_000000004896	2.96334	Distal Intergenic	1	16384264	16400127	15864	2	348487	uc001axz.4	-8623	ENSG00000185519	FAM131C	family with sequence similarity 131 member C
chr1	16514377	16514776	400	*	PEAK_000000003753	3.11068	Distal Intergenic	1	16524599	16533705	9107	2	128272	uc009voo.2	18929	ENSG00000142632	ARHGEF19	Rho guanine nucleotide exchange factor 19
chr1	16947400	16948083	684	*	PEAK_000000003427	3.15467	Intron (uc010ocf.2/84809, intron 2 of 3)	1	16944751	16952994	8244	2	84809	uc010ocf.2	4911	NA	CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2
chr1	17035821	17036815	995	*	PEAK_000000000048	4.53321	Intron (uc001azn.1/284729, intron 10 of 10)	1	17017713	17046652	28940	2	284729	uc001azn.1	9837	ENSG00000268869	ESPNP	espin pseudogene
chr1	17229910	17231160	1251	*	PEAK_000000006796	2.63766	Intron (uc009voy.1/9696, intron 1 of 8)	1	17248445	17299474	51030	1	9696	uc001azt.2	-17285	ENSG00000058453	CROCC	ciliary rootlet coiled-coil, rootletin
chr1	17278047	17278577	531	*	PEAK_000000004023	3.07773	Intron (uc001azt.2/9696, intron 20 of 36)	1	17266389	17299474	33086	1	9696	uc001azu.2	11658	ENSG00000058453	CROCC	ciliary rootlet coiled-coil, rootletin
chr1	17372269	17372900	632	*	PEAK_000000005516	2.88746	Intron (uc001bae.3/6390, intron 7 of 7)	1	17345225	17380665	35441	2	6390	uc001bae.3	7765	ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B
chr1	17746665	17747336	672	*	PEAK_000000006580	2.70211	Exon (uc001bal.3/55920, exon 6 of 12)	1	17733251	17765059	31809	2	55920	uc001bal.3	17723	ENSG00000179051	RCC2	regulator of chromosome condensation 2
chr1	17820468	17821011	544	*	PEAK_000000005601	2.87468	Distal Intergenic	1	17846827	17909697	62871	1	55160	uc031pli.1	-25816	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
chr1	19128309	19128720	412	*	PEAK_000000002941	3.22803	Distal Intergenic	1	19166093	19186155	20063	2	80834	uc001bba.1	57435	ENSG00000179002	TAS1R2	taste 1 receptor member 2
chr1	19210591	19211225	635	*	PEAK_000000004153	3.06105	Promoter (<=1kb)	1	19209696	19209769	74	2	100616120	uc021ohm.2	-822	ENSG00000265606	MIR4695	microRNA 4695
chr1	19567548	19568204	657	*	PEAK_000000004187	3.05702	Exon (uc001bbo.4/23065, exon 6 of 23)	1	19542158	19578053	35896	2	23065	uc001bbo.4	9849	ENSG00000127463	EMC1	ER membrane protein complex subunit 1
chr1	19717567	19717987	421	*	PEAK_000000003291	3.17882	Intron (uc010ocz.2/832, intron 7 of 8)	1	19638740	19655794	17055	1	54896	uc001bby.3	78827	ENSG00000040487	PQLC2	PQ loop repeat containing 2
chr1	19814257	19814677	421	*	PEAK_000000002115	3.37106	Promoter (2-3kb)	1	19665267	19812066	146800	2	832	uc001bce.3	-2191	ENSG00000077549	CAPZB	capping actin protein of muscle Z-line beta subunit
chr1	19980118	19980792	675	*	PEAK_000000004082	3.07058	Intron (uc009vpl.2/100532736, intron 1 of 3)	1	19974104	19984949	10846	1	4681	uc031pll.1	6014	ENSG00000158747	NBL1	neuroblastoma 1, DAN family BMP antagonist
chr1	20244472	20245051	580	*	PEAK_000000004543	3.01165	Downstream (1-2kb)	1	20246800	20250110	3311	2	30814	uc001bct.1	5059	ENSG00000188784	PLA2G2E	phospholipase A2 group IIE
chr1	20521507	20522235	729	*	PEAK_000000000683	3.7734	Distal Intergenic	1	20512578	20519942	7365	1	127733	uc001bdb.3	8929	ENSG00000162543	UBXN10	UBX domain protein 10
chr1	20820283	20820881	599	*	PEAK_000000000751	3.73661	Distal Intergenic	1	20808884	20812728	3845	2	55450	uc001bdh.3	-7555	ENSG00000162545	CAMK2N1	calcium/calmodulin-dependent protein kinase II inhibitor 1
chr1	20966356	20966982	627	*	PEAK_000000002683	3.27042	Exon (uc001bdm.3/65018, exon 3 of 8)	1	20972001	20978004	6004	1	65018	uc001bdn.3	-5019	ENSG00000158828	PINK1	PTEN induced putative kinase 1
chr1	21558110	21558676	567	*	PEAK_000000000241	4.09052	Intron (uc001bej.2/1889, intron 5 of 16)	1	21543740	21606183	62444	2	1889	uc001bej.2	47507	ENSG00000117298	ECE1	endothelin converting enzyme 1
chr1	21620917	21621662	746	*	PEAK_000000001315	3.54897	Promoter (1-2kb)	1	21619783	21626362	6580	1	100506801	uc001beo.2	1134	ENSG00000231105	LOC100506801	uncharacterized LOC100506801
chr1	21660710	21661366	657	*	PEAK_000000004004	3.08033	Intron (uc001bem.2/1889, intron 18 of 18)	1	21543740	21672034	128295	2	1889	uc001bem.2	10668	ENSG00000117298	ECE1	endothelin converting enzyme 1
chr1	22029929	22030851	923	*	PEAK_000000002974	3.22416	Promoter (<=1kb)	1	22012385	22031108	18724	2	84196	uc001bfd.1	257	ENSG00000090686	USP48	ubiquitin specific peptidase 48
chr1	22108690	22109668	979	*	PEAK_000000005920	2.83159	Promoter (<=1kb)	1	22004792	22109688	104897	2	84196	uc001bfb.3	20	ENSG00000090686	USP48	ubiquitin specific peptidase 48
chr1	22431468	22432714	1247	*	PEAK_000000002246	3.34668	Distal Intergenic	1	22443798	22469519	25722	2	54361	uc001bfs.4	36805	ENSG00000162552	WNT4	wingless-type MMTV integration site family member 4
chr1	22743159	22743585	427	*	PEAK_000000003599	3.13038	Distal Intergenic	1	22778344	22857650	79307	1	9923	uc001bft.2	-34759	ENSG00000184677	ZBTB40	zinc finger and BTB domain containing 40
chr1	23030614	23031296	683	*	PEAK_000000001411	3.52315	Distal Intergenic	1	23037331	23241082	203752	1	2048	uc009vqj.1	-6035	ENSG00000133216	EPHB2	EPH receptor B2
chr1	23302712	23303599	888	*	PEAK_000000000653	3.7898	Distal Intergenic	1	23337327	23342343	5017	2	729059	uc001bgh.1	38744	ENSG00000227868	C1orf234	chromosome 1 open reading frame 234
chr1	23425587	23426986	1400	*	PEAK_000000006310	2.7692	Intron (uc001bgk.2/7798, intron 2 of 4)	1	23370798	23370865	68	1	100422866	uc021oid.1	54789	ENSG00000263793	MIR3115	microRNA 3115
chr1	23505267	23506484	1218	*	PEAK_000000002459	3.30742	Promoter (<=1kb)	1	23417683	23504301	86619	2	7798	uc001bgm.1	-966	ENSG00000169641	LUZP1	leucine zipper protein 1
chr1	23511059	23512135	1077	*	PEAK_000000003125	3.20297	Distal Intergenic	1	23417683	23504301	86619	2	7798	uc001bgm.1	-6758	ENSG00000169641	LUZP1	leucine zipper protein 1
chr1	23730177	23731015	839	*	PEAK_000000004602	3.00333	Intron (uc021oig.1/6920, intron 6 of 10)	1	23710671	23720526	9856	2	6920	uc009vqm.2	-9651	ENSG00000204219	TCEA3	transcription elongation factor A3
chr1	23823704	23824266	563	*	PEAK_000000003267	3.18272	Distal Intergenic	1	23768994	23811057	42064	2	55616	uc001bhc.1	-12647	ENSG00000088280	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
chr1	23854873	23855434	562	*	PEAK_000000004652	2.99534	Promoter (2-3kb)	1	23832920	23857712	24793	2	1870	uc001bhe.2	2278	ENSG00000007968	E2F2	E2F transcription factor 2
chr1	23871220	23871655	436	*	PEAK_000000002810	3.24941	Distal Intergenic	1	23832920	23857712	24793	2	1870	uc001bhe.2	-13508	ENSG00000007968	E2F2	E2F transcription factor 2
chr1	23960899	23962050	1152	*	PEAK_000000002956	3.22689	Intron (uc001bhi.3/259283, intron 5 of 6)	1	23953226	23967056	13831	1	259283	uc001bhj.3	7673	ENSG00000197880	MDS2	myelodysplastic syndrome 2 translocation associated
chr1	24071961	24072391	431	*	PEAK_000000006644	2.68399	Promoter (2-3kb)	1	24069856	24088549	18694	1	6924	uc001bho.3	2105	ENSG00000011007	TCEB3	transcription elongation factor B subunit 3
chr1	24077909	24078313	405	*	PEAK_000000003991	3.08186	Exon (uc001bho.3/6924, exon 4 of 11)	1	24069856	24088549	18694	1	6924	uc001bho.3	8053	ENSG00000011007	TCEB3	transcription elongation factor B subunit 3
chr1	24098506	24099364	859	*	PEAK_000000003684	3.11999	Exon (uc001bhp.2/100506963, exon 2 of 4)	1	24086872	24104787	17916	2	100506963	uc001bhp.2	5423	ENSG00000236810	TCEB3-AS1	TCEB3 antisense RNA 1
chr1	24242647	24243729	1083	*	PEAK_000000002770	3.25739	Promoter (2-3kb)	1	24200460	24239817	39358	2	1269	uc001bif.3	-2830	ENSG00000188822	CNR2	cannabinoid receptor 2
chr1	24285212	24286042	831	*	PEAK_000000001001	3.63674	Promoter (<=1kb)	1	24286301	24289949	3649	1	55629	uc001big.3	-259	ENSG00000189266	PNRC2	proline rich nuclear receptor coactivator 2
chr1	24397425	24397902	478	*	PEAK_000000005589	2.87662	Exon (uc001bim.4/127294, exon 17 of 29)	1	24382531	24393069	10539	2	127294	uc001bil.4	-4356	ENSG00000142661	MYOM3	myomesin 3
chr1	24717714	24719175	1462	*	PEAK_000000003635	3.12675	Promoter (<=1kb)	1	24695211	24718169	22959	2	90529	uc001bjf.3	0	ENSG00000001460	STPG1	sperm tail PG-rich repeat containing 1
chr1	24741578	24742397	820	*	PEAK_000000003245	3.1848	Promoter (<=1kb)	1	24742245	24781314	39070	1	57185	uc010oek.2	0	ENSG00000001461	NIPAL3	NIPA like domain containing 3
chr1	24913566	24914215	650	*	PEAK_000000002962	3.22604	Intron (uc001bjk.2/400746, intron 1 of 3)	1	24882567	24935818	53252	1	400746	uc001bjk.2	30999	ENSG00000184454	NCMAP	non-compact myelin associated protein
chr1	25157008	25157855	848	*	PEAK_000000002297	3.33834	Intron (uc001bjo.2/25932, intron 4 of 5)	1	25071878	25169078	97201	1	25932	uc001bjp.1	85130	ENSG00000169504	CLIC4	chloride intracellular channel 4
chr1	25362227	25364520	2294	*	PEAK_000000005993	2.82346	Distal Intergenic	1	25256078	25291612	35535	2	864	uc009vrl.1	-70615	ENSG00000020633	RUNX3	runt related transcription factor 3
chr1	25427806	25428530	725	*	PEAK_000000001093	3.60741	Distal Intergenic	1	25548767	25559013	10247	2	25949	uc001bjt.1	130483	ENSG00000117614	SYF2	SYF2 pre-mRNA splicing factor
chr1	25566087	25566707	621	*	PEAK_000000003477	3.14814	Downstream (2-3kb)	1	25548767	25559013	10247	2	25949	uc001bjt.1	-7074	ENSG00000117614	SYF2	SYF2 pre-mRNA splicing factor
chr1	25945279	25945681	403	*	PEAK_000000003052	3.21284	Promoter (1-2kb)	1	25943959	26111258	167300	1	57134	uc001bkm.2	1320	ENSG00000117643	MAN1C1	mannosidase alpha class 1C member 1
chr1	25968908	25969630	723	*	PEAK_000000001451	3.51266	Intron (uc001bkm.2/57134, intron 1 of 11)	1	25943959	26111258	167300	1	57134	uc001bkm.2	24949	ENSG00000117643	MAN1C1	mannosidase alpha class 1C member 1
chr1	26123322	26125005	1684	*	PEAK_000000005059	2.94357	Promoter (1-2kb)	1	26126667	26144713	18047	1	57190	uc021ojk.1	-1662	ENSG00000162430	SEPN1	selenoprotein N, 1
chr1	26324478	26325006	529	*	PEAK_000000005214	2.92469	Promoter (<=1kb)	1	26286258	26324648	38391	2	5051	uc001bld.4	0	ENSG00000158006	PAFAH2	platelet activating factor acetylhydrolase 2
chr1	26431251	26431855	605	*	PEAK_000000001664	3.46112	Distal Intergenic	1	26437656	26452039	14384	1	149420	uc010oew.2	-5801	ENSG00000175087	PDIK1L	PDLIM1 interacting kinase 1 like
chr1	26471012	26471900	889	*	PEAK_000000001260	3.56133	Distal Intergenic	1	26485511	26489119	3609	1	79927	uc001blk.3	-13611	ENSG00000197245	FAM110D	family with sequence similarity 110 member D
chr1	26602005	26602530	526	*	PEAK_000000006491	2.72492	Intron (uc001blr.3/64793, intron 12 of 13)	1	26606213	26608013	1801	1	83442	uc001blu.3	-3683	ENSG00000142669	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
chr1	26611214	26612876	1663	*	PEAK_000000002849	3.24165	5' UTR	1	26606213	26608013	1801	1	83442	uc001blu.3	5001	ENSG00000142669	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
chr1	26743645	26744081	437	*	PEAK_000000003150	3.19838	Intron (uc001bmi.1/79727, intron 2 of 4)	1	26737269	26756210	18942	1	79727	uc001bmi.1	6376	ENSG00000131914	LIN28A	lin-28 homolog A
chr1	26796695	26797469	775	*	PEAK_000000006187	2.79137	Promoter (1-2kb)	1	26798902	26803133	4232	1	3151	uc001bmp.4	-1433	ENSG00000198830	HMGN2	high mobility group nucleosomal binding domain 2
chr1	26924075	26924818	744	*	PEAK_000000004513	3.01542	Distal Intergenic	1	26881033	26881084	52	1	100302190	uc021ojp.1	43042	ENSG00000238705	MIR1976	microRNA 1976
chr1	26928913	26929344	432	*	PEAK_000000003804	3.10453	Distal Intergenic	1	26881033	26881084	52	1	100302190	uc021ojp.1	47880	ENSG00000238705	MIR1976	microRNA 1976
chr1	26946626	26947166	541	*	PEAK_000000004186	3.05712	Distal Intergenic	1	26881033	26881084	52	1	100302190	uc021ojp.1	65593	ENSG00000238705	MIR1976	microRNA 1976
chr1	27004090	27004528	439	*	PEAK_000000005983	2.82493	Distal Intergenic	1	27022522	27102198	79677	1	8289	uc001bmt.1	-17994	ENSG00000117713	ARID1A	AT-rich interaction domain 1A
chr1	27115856	27116323	468	*	PEAK_000000001515	3.49373	Promoter (1-2kb)	1	27114679	27124894	10216	1	55650	uc001bna.3	1177	ENSG00000060642	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
chr1	27370870	27372495	1626	*	PEAK_000000003136	3.20103	Intron (uc021ojq.1/uc021ojq.1, intron 1 of 1)	1	27331511	27339333	7823	2	115572	uc010ofj.2	-31537	ENSG00000158246	FAM46B	family with sequence similarity 46 member B
chr1	27423972	27424442	471	*	PEAK_000000000247	4.08401	Downstream (<1kb)	1	27425300	27430513	5214	2	6548	uc001bnl.3	6071	ENSG00000090020	SLC9A1	solute carrier family 9 member A1
chr1	27481749	27482238	490	*	PEAK_000000006793	2.63813	Promoter (<=1kb)	1	27425300	27481621	56322	2	6548	uc001bnm.4	-128	ENSG00000090020	SLC9A1	solute carrier family 9 member A1
chr1	27524445	27524913	469	*	PEAK_000000001076	3.61129	Distal Intergenic	1	27561007	27635124	74118	1	23038	uc001bno.4	-36094	ENSG00000142784	WDTC1	WD and tetratricopeptide repeats 1
chr1	27627106	27627858	753	*	PEAK_000000000235	4.09645	Exon (uc001bno.4/23038, exon 13 of 16)	1	27648636	27662891	14256	1	84065	uc001bnr.4	-20778	ENSG00000186501	TMEM222	transmembrane protein 222
chr1	27729310	27729762	453	*	PEAK_000000000767	3.73071	Downstream (<1kb)	1	27719148	27722317	3170	1	2827	uc001bod.4	10162	ENSG00000181773	GPR3	G protein-coupled receptor 3
chr1	27932603	27933323	721	*	PEAK_000000000910	3.67141	Promoter (2-3kb)	1	27877380	27930361	52982	2	27245	uc001boh.1	-2242	ENSG00000126705	AHDC1	AT-hook DNA binding motif containing 1
chr1	27935037	27935799	763	*	PEAK_000000003956	3.08669	Distal Intergenic	1	27877380	27930361	52982	2	27245	uc001boh.1	-4676	ENSG00000126705	AHDC1	AT-hook DNA binding motif containing 1
chr1	27970561	27971296	736	*	PEAK_000000005421	2.89828	Distal Intergenic	1	27938801	27961727	22927	2	2268	uc001bom.3	-8834	ENSG00000000938	FGR	FGR proto-oncogene, Src family tyrosine kinase
chr1	27989382	27990213	832	*	PEAK_000000000691	3.77019	Downstream (2-3kb)	1	27992572	27998724	6153	2	2537	uc001bon.1	8511	ENSG00000126709	IFI6	interferon, alpha-inducible protein 6
chr1	27995958	27996392	435	*	PEAK_000000002457	3.30849	Promoter (2-3kb)	1	27992572	27998724	6153	2	2537	uc001bon.1	2332	ENSG00000126709	IFI6	interferon, alpha-inducible protein 6
chr1	27998628	27999117	490	*	PEAK_000000005053	2.9447	Promoter (<=1kb)	1	27992572	27998724	6153	2	2537	uc001bon.1	0	ENSG00000126709	IFI6	interferon, alpha-inducible protein 6
chr1	28052111	28052531	421	*	PEAK_000000001125	3.59776	Promoter (<=1kb)	1	28052490	28086275	33786	1	199870	uc009vtb.3	0	ENSG00000009780	FAM76A	family with sequence similarity 76 member A
chr1	28184497	28184926	430	*	PEAK_000000000815	3.71373	Distal Intergenic	1	28199055	28213193	14139	1	9473	uc001boz.3	-14129	ENSG00000130775	THEMIS2	thymocyte selection associated family member 2
chr1	28306073	28306828	756	*	PEAK_000000001684	3.45699	Intron (uc001bpi.2/2140, intron 2 of 17)	1	28286504	28294604	8101	1	55113	uc001bph.1	19569	ENSG00000158156	XKR8	XK related 8
chr1	28417773	28418282	510	*	PEAK_000000007191	2.37131	Promoter (2-3kb)	1	28296855	28415148	118294	2	2140	uc001bpi.2	-2625	ENSG00000158161	EYA3	EYA transcriptional coactivator and phosphatase 3
chr1	28535395	28535882	488	*	PEAK_000000004183	3.05733	Intron (uc001bpn.3/22826, intron 4 of 8)	1	28473677	28520447	46771	2	5724	uc001bpm.4	-14948	ENSG00000169403	PTAFR	platelet activating factor receptor
