seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	12679481	12680202	722	*	PEAK_000000000859	3.13899	Promoter (1-2kb)	1	12627939	12677820	49882	2	9249	uc001auc.3	-1661	ENSG00000162496	DHRS3	dehydrogenase/reductase (SDR family) member 3
chr1	14052294	14053014	721	*	PEAK_000000000172	3.81733	Intron (uc001avg.3/7799, intron 2 of 7)	1	14031350	14114574	83225	1	7799	uc001avh.3	20944	ENSG00000116731	PRDM2	PR domain 2
chr1	15649981	15650393	413	*	PEAK_000000000436	3.47571	Intron (uc001awa.1/114827, intron 9 of 15)	1	15668232	15711054	42823	1	114827	uc001awd.1	-17839	ENSG00000142621	FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1
chr1	17036163	17036562	400	*	PEAK_000000001166	2.82816	Intron (uc001azn.1/284729, intron 10 of 10)	1	17017713	17046652	28940	2	284729	uc001azn.1	10090	ENSG00000268869	ESPNP	espin pseudogene
chr1	19233219	19233618	400	*	PEAK_000000000596	3.32783	3' UTR	1	19197924	19229293	31370	2	8659	uc001bbb.3	-3926	ENSG00000159423	ALDH4A1	aldehyde dehydrogenase 4 family member A1
chr1	19717298	19717984	687	*	PEAK_000000000736	3.22996	Intron (uc010ocz.2/832, intron 7 of 8)	1	19638740	19655794	17055	1	54896	uc001bby.3	78558	ENSG00000040487	PQLC2	PQ loop repeat containing 2
chr1	20966310	20966964	655	*	PEAK_000000000897	3.11159	Exon (uc001bdm.3/65018, exon 3 of 8)	1	20972001	20978004	6004	1	65018	uc001bdn.3	-5037	ENSG00000158828	PINK1	PTEN induced putative kinase 1
chr1	21022718	21023267	550	*	PEAK_000000000319	3.60233	Promoter (1-2kb)	1	20990507	21024981	34475	2	57576	uc009vpx.3	1714	ENSG00000117245	KIF17	kinesin family member 17
chr1	23302744	23303253	510	*	PEAK_000000000202	3.76945	Distal Intergenic	1	23337327	23342343	5017	2	729059	uc001bgh.1	39090	ENSG00000227868	C1orf234	chromosome 1 open reading frame 234
chr1	23961223	23961868	646	*	PEAK_000000000694	3.26354	Intron (uc001bhi.3/259283, intron 5 of 6)	1	23953226	23967056	13831	1	259283	uc001bhj.3	7997	ENSG00000197880	MDS2	myelodysplastic syndrome 2 translocation associated
chr1	24476640	24477288	649	*	PEAK_000000001049	2.99328	Distal Intergenic	1	24446261	24469775	23515	2	58985	uc001biq.2	-6865	ENSG00000142677	IL22RA1	interleukin 22 receptor subunit alpha 1
chr1	26221622	26222504	883	*	PEAK_000000000431	3.47843	Promoter (2-3kb)	1	26210677	26219098	8422	2	3925	uc001bky.3	-2524	ENSG00000117632	STMN1	stathmin 1
chr1	26362568	26362967	400	*	PEAK_000000000259	3.68507	3' UTR	1	26364514	26372604	8091	2	7780	uc001blg.1	9637	ENSG00000158014	SLC30A2	solute carrier family 30 member 2
chr1	27371093	27371517	425	*	PEAK_000000000230	3.72249	Intron (uc021ojq.1/uc021ojq.1, intron 1 of 1)	1	27331511	27339333	7823	2	115572	uc010ofj.2	-31760	ENSG00000158246	FAM46B	family with sequence similarity 46 member B
chr1	27627222	27627928	707	*	PEAK_000000000594	3.32819	Exon (uc001bno.4/23038, exon 13 of 16)	1	27648636	27662891	14256	1	84065	uc001bnr.4	-20708	ENSG00000186501	TMEM222	transmembrane protein 222
chr1	27683791	27684190	400	*	PEAK_000000000595	3.32811	Exon (uc001bny.1/9064, exon 23 of 29)	1	27684647	27688358	3712	2	9064	uc001bnz.1	4168	ENSG00000142733	MAP3K6	mitogen-activated protein kinase kinase kinase 6
chr1	27935065	27935520	456	*	PEAK_000000000187	3.79957	Distal Intergenic	1	27877380	27930361	52982	2	27245	uc001boh.1	-4704	ENSG00000126705	AHDC1	AT-hook DNA binding motif containing 1
chr1	28184488	28184992	505	*	PEAK_000000000031	4.28366	Distal Intergenic	1	28199055	28213193	14139	1	9473	uc001boz.3	-14063	ENSG00000130775	THEMIS2	thymocyte selection associated family member 2
chr1	29203597	29204011	415	*	PEAK_000000000171	3.81736	Distal Intergenic	1	29213603	29446558	232956	1	2035	uc001brg.2	-9592	ENSG00000159023	EPB41	erythrocyte membrane protein band 4.1
chr1	32129425	32129953	529	*	PEAK_000000000255	3.68766	Intron (uc001btj.1/1307, intron 15 of 64)	1	32095463	32110838	15376	2	553115	uc001bth.2	-18587	ENSG00000162517	PEF1	penta-EF-hand domain containing 1
chr1	35252064	35252463	400	*	PEAK_000000000759	3.21603	Distal Intergenic	1	35247911	35251967	4057	1	2707	uc001bxy.3	4153	ENSG00000188910	GJB3	gap junction protein beta 3
chr1	35318152	35318735	584	*	PEAK_000000000175	3.8116	3' UTR	1	35315963	35324646	8684	2	113444	uc021olc.1	5911	ENSG00000163866	SMIM12	small integral membrane protein 12
chr1	36614998	36615443	446	*	PEAK_000000000344	3.57223	Promoter (<=1kb)	1	36602170	36615115	12946	2	27095	uc001bzx.4	0	ENSG00000054116	TRAPPC3	trafficking protein particle complex 3
chr1	36834488	36835070	583	*	PEAK_000000000353	3.55757	Intron (uc001cak.1/83931, intron 11 of 11)	1	36805231	36826941	21711	2	83931	uc001can.1	-7547	ENSG00000196182	STK40	serine/threonine kinase 40
chr1	36886236	36886800	565	*	PEAK_000000000501	3.41623	Intron (uc001caq.3/127700, intron 3 of 9)	1	36859031	36863493	4463	2	84967	uc001cao.1	-22743	ENSG00000181817	LSM10	LSM10, U7 small nuclear RNA associated
chr1	37116119	37116525	407	*	PEAK_000000000969	3.05983	Distal Intergenic	1	36931644	36948915	17272	2	1441	uc001cav.2	-167204	ENSG00000119535	CSF3R	colony stimulating factor 3 receptor
chr1	37169232	37169711	480	*	PEAK_000000000499	3.41681	Distal Intergenic	1	36931644	36948915	17272	2	1441	uc001cav.2	-220317	ENSG00000119535	CSF3R	colony stimulating factor 3 receptor
chr1	38276771	38277174	404	*	PEAK_000000000325	3.59368	Promoter (2-3kb)	1	38268614	38273865	5252	2	79693	uc001cca.1	-2906	ENSG00000196449	YRDC	yrdC N(6)-threonylcarbamoyltransferase domain containing
chr1	39568364	39568763	400	*	PEAK_000000000758	3.21627	3' UTR	1	39549839	39901433	351595	1	23499	uc001cdc.2	18525	ENSG00000127603	MACF1	microtubule-actin crosslinking factor 1
chr1	39657308	39657707	400	*	PEAK_000000000916	3.09332	Intron (uc001cdc.2/23499, intron 1 of 61)	1	39670423	39748740	78318	1	23499	uc010oit.1	-12716	ENSG00000127603	MACF1	microtubule-actin crosslinking factor 1
chr1	40282375	40282976	602	*	PEAK_000000000028	4.32438	Distal Intergenic	1	40223903	40254533	30631	2	656	uc001cdz.1	-27842	ENSG00000116985	BMP8B	bone morphogenetic protein 8b
chr1	41732925	41734247	1323	*	PEAK_000000000923	3.08741	Distal Intergenic	1	41492871	41707815	214945	2	22955	uc001cgq.3	-25110	ENSG00000010803	SCMH1	sex comb on midleg homolog 1 (Drosophila)
chr1	42639061	42639553	493	*	PEAK_000000000191	3.79195	Downstream (2-3kb)	1	42628362	42630395	2034	2	2980	uc001chd.1	-8666	ENSG00000197273	GUCA2A	guanylate cyclase activator 2A
chr1	44399967	44400531	565	*	PEAK_000000000953	3.07039	Promoter (<=1kb)	1	44401031	44402912	1882	1	9048	uc001cku.3	-500	ENSG00000117407	ARTN	artemin
chr1	44513373	44513925	553	*	PEAK_000000001109	2.93041	Promoter (<=1kb)	1	44514030	44595868	81839	1	128209	uc009vxf.1	-105	ENSG00000171872	KLF17	Kruppel-like factor 17
chr1	45118487	45118975	489	*	PEAK_000000000438	3.47357	Downstream (<1kb)	1	45119909	45125967	6059	2	79639	uc010ola.1	6992	ENSG00000126106	TMEM53	transmembrane protein 53
chr1	46035830	46036319	490	*	PEAK_000000000478	3.43196	Promoter (2-3kb)	1	46033221	46035723	2503	1	10327	uc001cof.4	2609	ENSG00000117448	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)
chr1	46502914	46503375	462	*	PEAK_000000000782	3.20076	Downstream (2-3kb)	1	46505812	46527810	21999	2	8503	uc010olv.2	24435	ENSG00000117461	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
chr1	46645038	46645912	875	*	PEAK_000000000894	3.1141	Promoter (2-3kb)	1	46505812	46642160	136349	2	8503	uc010olw.2	-2878	ENSG00000117461	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
chr1	46907966	46908542	577	*	PEAK_000000000802	3.18339	Intron (uc021ona.1/729041, intron 7 of 8)	1	46899499	46911374	11876	1	729041	uc021ona.1	8467	NA	FAAHP1	fatty acid amide hydrolase pseudogene 1
chr1	47640863	47641539	677	*	PEAK_000000000070	4.07723	Distal Intergenic	1	47644922	47646011	1090	1	100874253	uc031pmn.1	-3383	ENSG00000224805	LINC00853	long intergenic non-protein coding RNA 853
chr1	48667972	48669126	1155	*	PEAK_000000000552	3.37235	Distal Intergenic	1	48688357	48703519	15163	1	200010	uc010oms.1	-19231	ENSG00000117834	SLC5A9	solute carrier family 5 member 9
chr1	48963705	48964469	765	*	PEAK_000000000406	3.5069	Distal Intergenic	1	48761044	48937876	176833	2	54558	uc001crr.2	-25829	ENSG00000132122	SPATA6	spermatogenesis associated 6
chr1	55743265	55743784	520	*	PEAK_000000000494	3.42182	Distal Intergenic	1	55691314	55691396	83	1	100616272	uc021ony.1	51951	ENSG00000265822	MIR4422	microRNA 4422
chr1	59012446	59012931	486	*	PEAK_000000000281	3.65664	Promoter (<=1kb)	1	58946391	59012446	66056	2	115209	uc001cyy.3	0	ENSG00000162600	OMA1	OMA1 zinc metallopeptidase
chr1	63907478	63907877	400	*	PEAK_000000000718	3.24529	Intron (uc001dba.2/23421, intron 1 of 8)	1	63876817	63904233	27417	1	29929	uc010oox.2	30661	ENSG00000088035	ALG6	ALG6, alpha-1,3-glucosyltransferase
chr1	66708349	66708962	614	*	PEAK_000000001096	2.94574	Intron (uc001dcn.3/5142, intron 3 of 16)	1	66797793	66840262	42470	1	5142	uc001dcq.3	-88831	ENSG00000184588	PDE4B	phosphodiesterase 4B
chr1	68226272	68226671	400	*	PEAK_000000000857	3.14066	Intron (uc001dea.2/55970, intron 2 of 3)	1	68297971	68668670	370700	1	100289178	uc001deb.2	-71300	ENSG00000232284	GNG12-AS1	GNG12 antisense RNA 1
chr1	68585708	68586332	625	*	PEAK_000000001135	2.89057	Intron (uc001deb.2/100289178, intron 7 of 9)	1	68649201	68649293	93	2	100302279	uc021oos.1	62961	ENSG00000221203	MIR1262	microRNA 1262
chr1	76619655	76620359	705	*	PEAK_000000000427	3.48118	Intron (uc001dhg.4/256435, intron 1 of 3)	1	76540389	77042892	502504	1	256435	uc001dhg.4	79266	ENSG00000184005	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
chr1	77999613	78000067	455	*	PEAK_000000000713	3.25075	Intron (uc001dhn.3/26289, intron 12 of 13)	1	78030190	78099090	68901	2	26009	uc001dhp.3	99023	ENSG00000036549	ZZZ3	zinc finger ZZ-type containing 3
chr1	78596261	78596709	449	*	PEAK_000000000671	3.27856	Intron (uc001dik.3/54810, intron 5 of 5)	1	78511589	78603112	91524	1	54810	uc001dik.3	84672	ENSG00000137960	GIPC2	GIPC PDZ domain containing family member 2
chr1	84397234	84397633	400	*	PEAK_000000000747	3.22422	Intron (uc001djb.3/79739, intron 12 of 19)	1	84259598	84379059	119462	2	100847084	uc031pmy.1	-18175	ENSG00000264406	MIR548AP	microRNA 548ap
chr1	85086463	85086957	495	*	PEAK_000000000778	3.20432	Distal Intergenic	1	85093913	85097429	3517	2	439927	uc010ory.1	10472	ENSG00000180869	LINC01555	long intergenic non-protein coding RNA 1555
chr1	85410476	85411147	672	*	PEAK_000000000160	3.83308	Intron (uc001dkm.3/255231, intron 7 of 13)	1	85279086	85358896	79811	2	23566	uc009wcj.1	-51580	ENSG00000171517	LPAR3	lysophosphatidic acid receptor 3
chr1	86845867	86847363	1497	*	PEAK_000000000748	3.22348	Intron (uc001dlp.3/57489, intron 10 of 16)	1	86812507	86862025	49519	2	57489	uc001dlp.3	14662	ENSG00000122417	ODF2L	outer dense fiber of sperm tails 2 like
chr1	90452585	90453292	708	*	PEAK_000000000397	3.515	Exon (uc021opr.1/uc021opr.1, exon 1 of 1)	1	90458824	90460525	1702	2	492303	uc001dno.3	7233	NA	GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4
chr1	91630633	91631747	1115	*	PEAK_000000001149	2.86407	Distal Intergenic	1	91380857	91487812	106956	2	84146	uc001dnw.3	-142821	ENSG00000122482	ZNF644	zinc finger protein 644
chr1	95319885	95320354	470	*	PEAK_000000001061	2.9796	Intron (uc001dqv.5/126969, intron 9 of 14)	1	95292995	95356823	63829	1	126969	uc010otu.1	26890	ENSG00000143036	SLC44A3	solute carrier family 44 member 3
chr1	95508883	95509532	650	*	PEAK_000000000728	3.23805	Intron (uc001dra.2/199857, intron 2 of 3)	1	95448279	95538507	90229	2	199857	uc001dra.2	28975	ENSG00000172339	ALG14	ALG14, UDP-N-acetylglucosaminyltransferase subunit
chr1	108668107	108668587	481	*	PEAK_000000000364	3.55041	Distal Intergenic	1	108677344	108735431	58088	2	29957	uc001dvm.4	66844	ENSG00000085491	SLC25A24	solute carrier family 25 member 24
chr1	110074897	110075947	1051	*	PEAK_000000000649	3.29378	Distal Intergenic	1	110082494	110088455	5962	1	83873	uc001dxy.2	-6547	ENSG00000156097	GPR61	G protein-coupled receptor 61
chr1	110088564	110089271	708	*	PEAK_000000000768	3.2127	Promoter (1-2kb)	1	110091186	110138454	47269	1	2773	uc001dxz.3	-1915	ENSG00000065135	GNAI3	G protein subunit alpha i3
chr1	110182772	110184083	1312	*	PEAK_000000000085	4.02626	Distal Intergenic	1	110171949	110174677	2729	1	271	uc001dye.1	10823	ENSG00000116337	AMPD2	adenosine monophosphate deaminase 2
chr1	110526752	110527213	462	*	PEAK_000000000616	3.31509	Promoter (<=1kb)	1	110527387	110566364	38978	1	10768	uc001dyx.3	-174	ENSG00000168710	AHCYL1	adenosylhomocysteinase like 1
chr1	110554198	110554745	548	*	PEAK_000000000016	4.51284	Intron (uc001dyx.3/10768, intron 3 of 16)	1	110546570	110566364	19795	1	10768	uc001dyy.3	7628	ENSG00000168710	AHCYL1	adenosylhomocysteinase like 1
chr1	110739392	110739797	406	*	PEAK_000000000413	3.49747	Intron (uc009wfq.3/388662, intron 10 of 11)	1	110735128	110737566	2439	1	388662	uc001dze.1	4264	ENSG00000197106	SLC6A17	solute carrier family 6 member 17
chr1	110954913	110955459	547	*	PEAK_000000001035	3.01028	Exon (uc031pnm.1/101410535, exon 2 of 3)	1	110943877	110950546	6670	2	10542	uc001dzr.3	-4367	ENSG00000134248	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
chr1	111325954	111326456	503	*	PEAK_000000000157	3.83404	Distal Intergenic	1	111413821	111442558	28738	1	963	uc001dzw.3	-87365	ENSG00000143119	CD53	CD53 molecule
chr1	114825517	114826442	926	*	PEAK_000000001134	2.89331	Distal Intergenic	1	114946948	114949722	2775	2	51592	uc001eey.1	123280	ENSG00000197323	TRIM33	tripartite motif containing 33
chr1	114889148	114889761	614	*	PEAK_000000001115	2.9221	Distal Intergenic	1	114946948	114949722	2775	2	51592	uc001eey.1	59961	ENSG00000197323	TRIM33	tripartite motif containing 33
chr1	116138509	116139067	559	*	PEAK_000000000732	3.23447	Distal Intergenic	1	116184574	116240845	56272	1	81839	uc001efv.1	-45507	ENSG00000173218	VANGL1	VANGL planar cell polarity protein 1
chr1	120491062	120491545	484	*	PEAK_000000001015	3.03173	Exon (uc001eik.3/4853, exon 17 of 34)	1	120436156	120439147	2992	2	11085	uc001eij.3	-51915	ENSG00000134249	ADAM30	ADAM metallopeptidase domain 30
chr1	121484456	121485108	653	*	PEAK_000000001198	1.2873	Distal Intergenic	1	121306424	121313686	7263	1	647121	uc009wht.1	178032	ENSG00000231752	EMBP1	embigin pseudogene 1
chr1	144917752	144918479	728	*	PEAK_000000000688	3.26716	5' UTR	1	144895122	144922047	26926	2	9659	uc001eme.1	3568	ENSG00000178104	PDE4DIP	phosphodiesterase 4D interacting protein
chr1	150532391	150532926	536	*	PEAK_000000000363	3.55318	Promoter (1-2kb)	1	150530421	150533412	2992	1	54507	uc009wlx.3	1970	ENSG00000143382	ADAMTSL4	ADAMTS like 4
chr1	150894726	150895164	439	*	PEAK_000000000667	3.28251	Distal Intergenic	1	150898815	150917797	18983	1	9869	uc001evw.4	-3651	ENSG00000143379	SETDB1	SET domain bifurcated 1
chr1	150951730	150952514	785	*	PEAK_000000000071	4.07336	Promoter (1-2kb)	1	150954499	150968114	13616	1	8416	uc001ewa.2	-1985	ENSG00000143412	ANXA9	annexin A9
chr1	151506852	151507708	857	*	PEAK_000000000514	3.40586	Exon (uc009wmw.3/57530, exon 16 of 21)	1	151512781	151556059	43279	1	7286	uc001eyl.3	-5073	ENSG00000143367	TUFT1	tuftelin 1
chr1	152158191	152158590	400	*	PEAK_000000001013	3.03405	Distal Intergenic	1	152126071	152131704	5634	2	126638	uc001ezs.1	-26487	ENSG00000215853	RPTN	repetin
chr1	152430779	152433153	2375	*	PEAK_000000000226	3.72918	Distal Intergenic	1	152381719	152386750	5032	2	49860	uc001ezx.2	-44029	ENSG00000143536	CRNN	cornulin
chr1	154307738	154308434	697	*	PEAK_000000000680	3.27307	Intron (uc001few.3/57198, intron 11 of 11)	1	154301275	154310020	8746	1	57198	uc001fey.1	6463	ENSG00000143515	ATP8B2	ATPase phospholipid transporting 8B2
chr1	154990106	154990505	400	*	PEAK_000000000323	3.59581	3' UTR	1	154986924	154991001	4078	1	51043	uc001fgl.4	3182	ENSG00000160685	ZBTB7B	zinc finger and BTB domain containing 7B
chr1	155033812	155035193	1382	*	PEAK_000000000383	3.52903	Promoter (1-2kb)	1	155036213	155060014	23802	1	1944	uc010pew.2	-1020	ENSG00000143590	EFNA3	ephrin-A3
chr1	155057334	155058930	1597	*	PEAK_000000000369	3.54515	Exon (uc010pew.2/1944, exon 2 of 5)	1	155051348	155060014	8667	1	1944	uc001fhf.3	5986	ENSG00000143590	EFNA3	ephrin-A3
chr1	155139766	155140908	1143	*	PEAK_000000000893	3.11475	Downstream (<1kb)	1	155145421	155154625	9205	1	80128	uc009wpe.1	-4513	ENSG00000163462	TRIM46	tripartite motif containing 46
chr1	155214422	155214926	505	*	PEAK_000000000536	3.39039	Promoter (<=1kb)	1	155204239	155214653	10415	2	2629	uc001fjk.3	0	ENSG00000177628	GBA	glucosidase, beta, acid
chr1	155220293	155220869	577	*	PEAK_000000000164	3.82727	Promoter (<=1kb)	1	155216996	155221696	4701	2	10712	uc009wql.3	827	ENSG00000160767	FAM189B	family with sequence similarity 189 member B
chr1	156595729	156596337	609	*	PEAK_000000000798	3.18629	Distal Intergenic	1	156589791	156593952	4162	1	60484	uc010phq.1	5938	ENSG00000132702	HAPLN2	hyaluronan and proteoglycan link protein 2
chr1	157059746	157060274	529	*	PEAK_000000001087	2.95555	Downstream (1-2kb)	1	157061835	157069600	7766	2	440695	uc001fqq.2	9326	ENSG00000253831	ETV3L	ETS variant 3 like
chr1	157125875	157126276	402	*	PEAK_000000000523	3.39858	Distal Intergenic	1	157094459	157108383	13925	2	2117	uc001fqr.2	-17492	ENSG00000117036	ETV3	ETS variant 3
chr1	157931918	157934125	2208	*	PEAK_000000001110	2.92998	Distal Intergenic	1	157963063	158065844	102782	1	55243	uc001frn.4	-28938	ENSG00000183853	KIRREL	kin of IRRE like (Drosophila)
chr1	158057068	158057554	487	*	PEAK_000000000261	3.68407	Promoter (<=1kb)	1	158056386	158065844	9459	1	55243	uc001fro.4	682	ENSG00000183853	KIRREL	kin of IRRE like (Drosophila)
chr1	158094748	158095244	497	*	PEAK_000000000375	3.5389	Distal Intergenic	1	158101834	158110430	8597	2	646268	uc001frq.3	15186	ENSG00000231666	LOC646268	hCG1654703
chr1	159130696	159131218	523	*	PEAK_000000000829	3.16548	Distal Intergenic	1	159141377	159163571	22195	1	57863	uc009wsx.1	-10159	ENSG00000162706	CADM3	cell adhesion molecule 3
chr1	159977395	159977821	427	*	PEAK_000000000906	3.09788	Distal Intergenic	1	159997462	160001783	4322	2	93183	uc001fuv.1	23962	ENSG00000143315	PIGM	phosphatidylinositol glycan anchor biosynthesis class M
chr1	160070157	160071129	973	*	PEAK_000000000408	3.50468	Promoter (1-2kb)	1	160061129	160068618	7490	2	93185	uc009wtf.3	-1539	ENSG00000162729	IGSF8	immunoglobulin superfamily member 8
chr1	160576838	160577392	555	*	PEAK_000000001088	2.95538	Downstream (2-3kb)	1	160510884	160549306	38423	2	8832	uc001fwf.4	-27532	ENSG00000066294	CD84	CD84 molecule
chr1	160651229	160651676	448	*	PEAK_000000000753	3.22056	Exon (uc001fwn.4/962, exon 3 of 4)	1	160648536	160681641	33106	2	962	uc001fwn.4	29965	ENSG00000117091	CD48	CD48 molecule
chr1	161011160	161011559	400	*	PEAK_000000001019	3.02727	Promoter (2-3kb)	1	161007422	161008774	1353	2	100131187	uc001fxh.4	-2386	ENSG00000215845	TSTD1	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1
chr1	161067354	161067937	584	*	PEAK_000000000315	3.6063	Promoter (<=1kb)	1	161068151	161070138	1988	1	126823	uc001fxq.3	-214	ENSG00000162755	KLHDC9	kelch domain containing 9
chr1	161162199	161162630	432	*	PEAK_000000000212	3.75484	Intron (uc001fyt.4/9507, intron 2 of 8)	1	161159538	161168845	9308	2	9507	uc001fyt.4	6215	ENSG00000158859	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4
chr1	161261244	161261643	400	*	PEAK_000000000219	3.73603	Distal Intergenic	1	161274525	161279762	5238	2	4359	uc001gaf.4	18119	ENSG00000158887	MPZ	myelin protein zero
chr1	165362074	165362733	660	*	PEAK_000000000448	3.46217	Distal Intergenic	1	165370159	165394221	24063	2	6258	uc031prc.1	31488	ENSG00000143171	RXRG	retinoid X receptor gamma
chr1	167509573	167510026	454	*	PEAK_000000000816	3.17453	Downstream (<1kb)	1	167510251	167523056	12806	2	8804	uc001gel.3	13030	ENSG00000143162	CREG1	cellular repressor of E1A stimulated genes 1
chr1	167684676	167685075	400	*	PEAK_000000000695	3.26283	Exon (uc021pek.1/uc021pek.1, exon 1 of 1)	1	167691187	167743133	51947	1	9019	uc001gen.4	-6112	ENSG00000197965	MPZL1	myelin protein zero like 1
chr1	172687520	172688953	1434	*	PEAK_000000001104	2.93756	Distal Intergenic	1	172628185	172636012	7828	1	356	uc001gis.3	59335	ENSG00000117560	FASLG	Fas ligand
chr1	173400521	173401048	528	*	PEAK_000000000941	3.07785	Intron (uc001gix.1/100506023, intron 1 of 2)	1	173204199	173446294	242096	2	100506023	uc001gix.1	45246	NA	LOC100506023	uncharacterized LOC100506023
chr1	176849869	176850928	1060	*	PEAK_000000001129	2.90495	Intron (uc001glb.1/460, intron 3 of 22)	1	176998499	176998581	83	2	574441	uc021pfc.1	147653	NA	MIR488	microRNA 488
chr1	178269029	178269598	570	*	PEAK_000000000201	3.77165	Exon (uc009wxb.2/9462, exon 3 of 5)	1	178310606	178448648	138043	1	9462	uc001glr.3	-41008	ENSG00000075391	RASAL2	RAS protein activator like 2
chr1	180992025	180992507	483	*	PEAK_000000000196	3.78456	Promoter (<=1kb)	1	180942176	180992046	49871	2	10228	uc010pnr.2	0	ENSG00000135823	STX6	syntaxin 6
chr1	182751340	182751739	400	*	PEAK_000000000895	3.11249	Distal Intergenic	1	182758584	182791334	32751	1	80896	uc010pnx.2	-6845	ENSG00000135838	NPL	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)
chr1	183549299	183549755	457	*	PEAK_000000000481	3.43003	Intron (uc001gqj.4/4688, intron 13 of 14)	1	183524697	183559739	35043	2	4688	uc001gqj.4	9984	ENSG00000116701	NCF2	neutrophil cytosolic factor 2
chr1	183602540	183603559	1020	*	PEAK_000000000977	3.05306	Promoter (1-2kb)	1	183595328	183605076	9749	2	10092	uc001gql.4	1517	ENSG00000162704	ARPC5	actin related protein 2/3 complex subunit 5
chr1	186344425	186345077	653	*	PEAK_000000000044	4.18667	Promoter (<=1kb)	1	186344890	186390503	45614	1	54953	uc021pgg.1	0	ENSG00000157181	C1orf27	chromosome 1 open reading frame 27
chr1	201481932	201482586	655	*	PEAK_000000000076	4.0487	Distal Intergenic	1	201452658	201476387	23730	2	1465	uc001gws.3	-5545	ENSG00000159176	CSRP1	cysteine and glycine rich protein 1
